No,code,assay_code,assay type,species,ind,trt,spore_type,spore type,leaf,rep,tubes
587,L_ACMA1C_5W,L,leaf disc,ACMA,1,W,C,chlamydo,5,5,2 ml
588,L_ACMA1C_6W,L,leaf disc,ACMA,1,W,C,chlamydo,6,6,2 ml
589,L_ACMA2C_1T,L,leaf disc,ACMA,2,T,C,chlamydo,1,1,2 ml
590,L_ACMA2C_2T,L,leaf disc,ACMA,2,T,C,chlamydo,2,2,2 ml
591,L_ACMA2C_3T,L,leaf disc,ACMA,2,T,C,chlamydo,3,3,2 ml
592,L_ACMA2C_4T,L,leaf disc,ACMA,2,T,C,chlamydo,4,4,2 ml
593,L_ACMA2C_5T,L,leaf disc,ACMA,2,T,C,chlamydo,5,5,2 ml
594,L_ACMA2C_6T,L,leaf disc,ACMA,2,T,C,chlamydo,6,6,2 ml
595,L_ACMA2C_1W,L,leaf disc,ACMA,2,W,C,chlamydo,1,1,2 ml
596,L_ACMA2C_2W,L,leaf disc,ACMA,2,W,C,chlamydo,2,2,2 ml
597,L_ACMA2C_3W,L,leaf disc,ACMA,2,W,C,chlamydo,3,3,2 ml
598,L_ACMA2C_4W,L,leaf disc,ACMA,2,W,C,chlamydo,4,4,2 ml
599,L_ACMA2C_5W,L,leaf disc,ACMA,2,W,C,chlamydo,5,5,2 ml
600,L_ACMA2C_6W,L,leaf disc,ACMA,2,W,C,chlamydo,6,6,2 ml
601,L_ACMA3C_1T,L,leaf disc,ACMA,3,T,C,chlamydo,1,1,2 ml
602,L_ACMA3C_2T,L,leaf disc,ACMA,3,T,C,chlamydo,2,2,2 ml
603,L_ACMA3C_3T,L,leaf disc,ACMA,3,T,C,chlamydo,3,3,2 ml
604,L_ACMA3C_4T,L,leaf disc,ACMA,3,T,C,chlamydo,4,4,2 ml
605,L_ACMA3C_5T,L,leaf disc,ACMA,3,T,C,chlamydo,5,5,2 ml
606,L_ACMA3C_6T,L,leaf disc,ACMA,3,T,C,chlamydo,6,6,2 ml
607,L_ACMA3C_1W,L,leaf disc,ACMA,3,W,C,chlamydo,1,1,2 ml
608,L_ACMA3C_2W,L,leaf disc,ACMA,3,W,C,chlamydo,2,2,2 ml
609,L_ACMA3C_3W,L,leaf disc,ACMA,3,W,C,chlamydo,3,3,2 ml
610,L_ACMA3C_4W,L,leaf disc,ACMA,3,W,C,chlamydo,4,4,2 ml
611,L_ACMA3C_5W,L,leaf disc,ACMA,3,W,C,chlamydo,5,5,2 ml
612,L_ACMA3C_6W,L,leaf disc,ACMA,3,W,C,chlamydo,6,6,2 ml
613,L_ARME1C_1T,L,leaf disc,ARME,1,T,C,chlamydo,1,1,2 ml
614,L_ARME1C_2T,L,leaf disc,ARME,1,T,C,chlamydo,2,2,2 ml
615,L_ARME1C_3T,L,leaf disc,ARME,1,T,C,chlamydo,3,3,2 ml
616,L_ARME1C_4T,L,leaf disc,ARME,1,T,C,chlamydo,4,4,2 ml
617,L_ARME1C_5T,L,leaf disc,ARME,1,T,C,chlamydo,5,5,2 ml
618,L_ARME1C_6T,L,leaf disc,ARME,1,T,C,chlamydo,6,6,2 ml
619,L_ARME1C_1W,L,leaf disc,ARME,1,W,C,chlamydo,1,1,2 ml
620,L_ARME1C_2W,L,leaf disc,ARME,1,W,C,chlamydo,2,2,2 ml
621,L_ARME1C_3W,L,leaf disc,ARME,1,W,C,chlamydo,3,3,2 ml
622,L_ARME1C_4W,L,leaf disc,ARME,1,W,C,chlamydo,4,4,2 ml
623,L_ARME1C_5W,L,leaf disc,ARME,1,W,C,chlamydo,5,5,2 ml
624,L_ARME1C_6W,L,leaf disc,ARME,1,W,C,chlamydo,6,6,2 ml
625,L_ARME2C_1T,L,leaf disc,ARME,2,T,C,chlamydo,1,1,2 ml
626,L_ARME2C_2T,L,leaf disc,ARME,2,T,C,chlamydo,2,2,2 ml
627,L_ARME2C_3T,L,leaf disc,ARME,2,T,C,chlamydo,3,3,2 ml
628,L_ARME2C_4T,L,leaf disc,ARME,2,T,C,chlamydo,4,4,2 ml
629,L_ARME2C_5T,L,leaf disc,ARME,2,T,C,chlamydo,5,5,2 ml
630,L_ARME2C_6T,L,leaf disc,ARME,2,T,C,chlamydo,6,6,2 ml
631,L_ARME2C_1W,L,leaf disc,ARME,2,W,C,chlamydo,1,1,2 ml
632,L_ARME2C_2W,L,leaf disc,ARME,2,W,C,chlamydo,2,2,2 ml
633,L_ARME2C_3W,L,leaf disc,ARME,2,W,C,chlamydo,3,3,2 ml
634,L_ARME2C_4W,L,leaf disc,ARME,2,W,C,chlamydo,4,4,2 ml
635,L_ARME2C_5W,L,leaf disc,ARME,2,W,C,chlamydo,5,5,2 ml
636,L_ARME2C_6W,L,leaf disc,ARME,2,W,C,chlamydo,6,6,2 ml
637,L_ARME3C_1T,L,leaf disc,ARME,3,T,C,chlamydo,1,1,2 ml
638,L_ARME3C_2T,L,leaf disc,ARME,3,T,C,chlamydo,2,2,2 ml
639,L_ARME3C_3T,L,leaf disc,ARME,3,T,C,chlamydo,3,3,2 ml
640,L_ARME3C_4T,L,leaf disc,ARME,3,T,C,chlamydo,4,4,2 ml
641,L_ARME3C_5T,L,leaf disc,ARME,3,T,C,chlamydo,5,5,2 ml
642,L_ARME3C_6T,L,leaf disc,ARME,3,T,C,chlamydo,6,6,2 ml
643,L_ARME3C_1W,L,leaf disc,ARME,3,W,C,chlamydo,1,1,2 ml
644,L_ARME3C_2W,L,leaf disc,ARME,3,W,C,chlamydo,2,2,2 ml
645,L_ARME3C_3W,L,leaf disc,ARME,3,W,C,chlamydo,3,3,2 ml
646,L_ARME3C_4W,L,leaf disc,ARME,3,W,C,chlamydo,4,4,2 ml
647,L_ARME3C_5W,L,leaf disc,ARME,3,W,C,chlamydo,5,5,2 ml
648,L_ARME3C_6W,L,leaf disc,ARME,3,W,C,chlamydo,6,6,2 ml
649,L_CEOL1C_1T,L,leaf disc,CEOL,1,T,C,chlamydo,1,1,2 ml
650,L_CEOL1C_2T,L,leaf disc,CEOL,1,T,C,chlamydo,2,2,2 ml
651,L_CEOL1C_3T,L,leaf disc,CEOL,1,T,C,chlamydo,3,3,2 ml
652,L_CEOL1C_4T,L,leaf disc,CEOL,1,T,C,chlamydo,4,4,2 ml
653,L_CEOL1C_5T,L,leaf disc,CEOL,1,T,C,chlamydo,5,5,2 ml
654,L_CEOL1C_6T,L,leaf disc,CEOL,1,T,C,chlamydo,6,6,2 ml
655,L_CEOL1C_1W,L,leaf disc,CEOL,1,W,C,chlamydo,7,1,2 ml
656,L_CEOL1C_2W,L,leaf disc,CEOL,1,W,C,chlamydo,8,2,2 ml
657,L_CEOL1C_3W,L,leaf disc,CEOL,1,W,C,chlamydo,9,3,2 ml
658,L_CEOL1C_4W,L,leaf disc,CEOL,1,W,C,chlamydo,10,4,2 ml
659,L_CEOL1C_5W,L,leaf disc,CEOL,1,W,C,chlamydo,11,5,2 ml
660,L_CEOL1C_6W,L,leaf disc,CEOL,1,W,C,chlamydo,12,6,2 ml
661,L_HEAR1C_1T,L,leaf disc,HEAR,1,T,C,chlamydo,1,1,2 ml
662,L_HEAR1C_2T,L,leaf disc,HEAR,1,T,C,chlamydo,2,2,2 ml
663,L_HEAR1C_3T,L,leaf disc,HEAR,1,T,C,chlamydo,3,3,2 ml
664,L_HEAR1C_4T,L,leaf disc,HEAR,1,T,C,chlamydo,4,4,2 ml
665,L_HEAR1C_5T,L,leaf disc,HEAR,1,T,C,chlamydo,5,5,2 ml
666,L_HEAR1C_6T,L,leaf disc,HEAR,1,T,C,chlamydo,6,6,2 ml
667,L_HEAR1C_1W,L,leaf disc,HEAR,1,W,C,chlamydo,1,1,2 ml
668,L_HEAR1C_2W,L,leaf disc,HEAR,1,W,C,chlamydo,2,2,2 ml
669,L_HEAR1C_3W,L,leaf disc,HEAR,1,W,C,chlamydo,3,3,2 ml
670,L_HEAR1C_4W,L,leaf disc,HEAR,1,W,C,chlamydo,4,4,2 ml
671,L_HEAR1C_5W,L,leaf disc,HEAR,1,W,C,chlamydo,5,5,2 ml
672,L_HEAR1C_6W,L,leaf disc,HEAR,1,W,C,chlamydo,6,6,2 ml
673,L_HEAR2C_1T,L,leaf disc,HEAR,2,T,C,chlamydo,1,1,2 ml
674,L_HEAR2C_2T,L,leaf disc,HEAR,2,T,C,chlamydo,2,2,2 ml
675,L_HEAR2C_3T,L,leaf disc,HEAR,2,T,C,chlamydo,3,3,2 ml
676,L_HEAR2C_4T,L,leaf disc,HEAR,2,T,C,chlamydo,4,4,2 ml
677,L_HEAR2C_5T,L,leaf disc,HEAR,2,T,C,chlamydo,5,5,2 ml
678,L_HEAR2C_6T,L,leaf disc,HEAR,2,T,C,chlamydo,6,6,2 ml
679,L_HEAR2C_1W,L,leaf disc,HEAR,2,W,C,chlamydo,1,1,2 ml
680,L_HEAR2C_2W,L,leaf disc,HEAR,2,W,C,chlamydo,2,2,2 ml
681,L_HEAR2C_3W,L,leaf disc,HEAR,2,W,C,chlamydo,3,3,2 ml
682,L_HEAR2C_4W,L,leaf disc,HEAR,2,W,C,chlamydo,4,4,2 ml
683,L_HEAR2C_5W,L,leaf disc,HEAR,2,W,C,chlamydo,5,5,2 ml
684,L_HEAR2C_6W,L,leaf disc,HEAR,2,W,C,chlamydo,6,6,2 ml
685,L_HEAR3C_1T,L,leaf disc,HEAR,3,T,C,chlamydo,1,1,2 ml
686,L_HEAR3C_2T,L,leaf disc,HEAR,3,T,C,chlamydo,2,2,2 ml
687,L_HEAR3C_3T,L,leaf disc,HEAR,3,T,C,chlamydo,3,3,2 ml
688,L_HEAR3C_4T,L,leaf disc,HEAR,3,T,C,chlamydo,4,4,2 ml
689,L_HEAR3C_5T,L,leaf disc,HEAR,3,T,C,chlamydo,5,5,2 ml
690,L_HEAR3C_6T,L,leaf disc,HEAR,3,T,C,chlamydo,6,6,2 ml
691,L_HEAR3C_1W,L,leaf disc,HEAR,3,W,C,chlamydo,1,1,2 ml
692,L_HEAR3C_2W,L,leaf disc,HEAR,3,W,C,chlamydo,2,2,2 ml
693,L_HEAR3C_3W,L,leaf disc,HEAR,3,W,C,chlamydo,3,3,2 ml
694,L_HEAR3C_4W,L,leaf disc,HEAR,3,W,C,chlamydo,4,4,2 ml
695,L_HEAR3C_5W,L,leaf disc,HEAR,3,W,C,chlamydo,5,5,2 ml
696,L_HEAR3C_6W,L,leaf disc,HEAR,3,W,C,chlamydo,6,6,2 ml
697,L_LIDE1C_1T,L,leaf disc,LIDE,1,T,C,chlamydo,1,1,2 ml
698,L_LIDE1C_2T,L,leaf disc,LIDE,1,T,C,chlamydo,2,2,2 ml
699,L_LIDE1C_3T,L,leaf disc,LIDE,1,T,C,chlamydo,3,3,2 ml
700,L_LIDE1C_4T,L,leaf disc,LIDE,1,T,C,chlamydo,4,4,2 ml
701,L_LIDE1C_5T,L,leaf disc,LIDE,1,T,C,chlamydo,5,5,2 ml
702,L_LIDE1C_6T,L,leaf disc,LIDE,1,T,C,chlamydo,6,6,2 ml
703,L_LIDE1C_1W,L,leaf disc,LIDE,1,W,C,chlamydo,1,1,2 ml
704,L_LIDE1C_2W,L,leaf disc,LIDE,1,W,C,chlamydo,2,2,2 ml
705,L_LIDE1C_3W,L,leaf disc,LIDE,1,W,C,chlamydo,3,3,2 ml
706,L_LIDE1C_4W,L,leaf disc,LIDE,1,W,C,chlamydo,4,4,2 ml
707,L_LIDE1C_5W,L,leaf disc,LIDE,1,W,C,chlamydo,5,5,2 ml
708,L_LIDE1C_6W,L,leaf disc,LIDE,1,W,C,chlamydo,6,6,2 ml
709,L_LIDE2C_1T,L,leaf disc,LIDE,2,T,C,chlamydo,1,1,2 ml
710,L_LIDE2C_2T,L,leaf disc,LIDE,2,T,C,chlamydo,2,2,2 ml
711,L_LIDE2C_3T,L,leaf disc,LIDE,2,T,C,chlamydo,3,3,2 ml
712,L_LIDE2C_4T,L,leaf disc,LIDE,2,T,C,chlamydo,4,4,2 ml
713,L_LIDE2C_5T,L,leaf disc,LIDE,2,T,C,chlamydo,5,5,2 ml
714,L_LIDE2C_6T,L,leaf disc,LIDE,2,T,C,chlamydo,6,6,2 ml
715,L_LIDE2C_1W,L,leaf disc,LIDE,2,W,C,chlamydo,1,1,2 ml
716,L_LIDE2C_2W,L,leaf disc,LIDE,2,W,C,chlamydo,2,2,2 ml
717,L_LIDE2C_3W,L,leaf disc,LIDE,2,W,C,chlamydo,3,3,2 ml
718,L_LIDE2C_4W,L,leaf disc,LIDE,2,W,C,chlamydo,4,4,2 ml
719,L_LIDE2C_5W,L,leaf disc,LIDE,2,W,C,chlamydo,5,5,2 ml
720,L_LIDE2C_6W,L,leaf disc,LIDE,2,W,C,chlamydo,6,6,2 ml
721,L_LIDE3C_1T,L,leaf disc,LIDE,3,T,C,chlamydo,1,1,2 ml
722,L_LIDE3C_2T,L,leaf disc,LIDE,3,T,C,chlamydo,2,2,2 ml
723,L_LIDE3C_3T,L,leaf disc,LIDE,3,T,C,chlamydo,3,3,2 ml
724,L_LIDE3C_4T,L,leaf disc,LIDE,3,T,C,chlamydo,4,4,2 ml
725,L_LIDE3C_5T,L,leaf disc,LIDE,3,T,C,chlamydo,5,5,2 ml
726,L_LIDE3C_6T,L,leaf disc,LIDE,3,T,C,chlamydo,6,6,2 ml
727,L_LIDE3C_1W,L,leaf disc,LIDE,3,W,C,chlamydo,1,1,2 ml
728,L_LIDE3C_2W,L,leaf disc,LIDE,3,W,C,chlamydo,2,2,2 ml
729,L_LIDE3C_3W,L,leaf disc,LIDE,3,W,C,chlamydo,3,3,2 ml
730,L_LIDE3C_4W,L,leaf disc,LIDE,3,W,C,chlamydo,4,4,2 ml
731,L_LIDE3C_5W,L,leaf disc,LIDE,3,W,C,chlamydo,5,5,2 ml
732,L_LIDE3C_6W,L,leaf disc,LIDE,3,W,C,chlamydo,6,6,2 ml
733,L_QUAG1C_1T,L,leaf disc,QUAG,1,T,C,chlamydo,1,1,2 ml
734,L_QUAG1C_2T,L,leaf disc,QUAG,1,T,C,chlamydo,2,2,2 ml
735,L_QUAG1C_3T,L,leaf disc,QUAG,1,T,C,chlamydo,3,3,2 ml
736,L_QUAG1C_4T,L,leaf disc,QUAG,1,T,C,chlamydo,4,4,2 ml
737,L_QUAG1C_5T,L,leaf disc,QUAG,1,T,C,chlamydo,5,5,2 ml
738,L_QUAG1C_6T,L,leaf disc,QUAG,1,T,C,chlamydo,6,6,2 ml
739,L_QUAG1C_1W,L,leaf disc,QUAG,1,W,C,chlamydo,1,1,2 ml
740,L_QUAG1C_2W,L,leaf disc,QUAG,1,W,C,chlamydo,2,2,2 ml
741,L_QUAG1C_3W,L,leaf disc,QUAG,1,W,C,chlamydo,3,3,2 ml
742,L_QUAG1C_4W,L,leaf disc,QUAG,1,W,C,chlamydo,4,4,2 ml
743,L_QUAG1C_5W,L,leaf disc,QUAG,1,W,C,chlamydo,5,5,2 ml
744,L_QUAG1C_6W,L,leaf disc,QUAG,1,W,C,chlamydo,6,6,2 ml
745,L_QUAG2C_1T,L,leaf disc,QUAG,2,T,C,chlamydo,1,1,2 ml
746,L_QUAG2C_2T,L,leaf disc,QUAG,2,T,C,chlamydo,2,2,2 ml
747,L_QUAG2C_3T,L,leaf disc,QUAG,2,T,C,chlamydo,3,3,2 ml
748,L_QUAG2C_4T,L,leaf disc,QUAG,2,T,C,chlamydo,4,4,2 ml
749,L_QUAG2C_5T,L,leaf disc,QUAG,2,T,C,chlamydo,5,5,2 ml
750,L_QUAG2C_6T,L,leaf disc,QUAG,2,T,C,chlamydo,6,6,2 ml
751,L_QUAG2C_1W,L,leaf disc,QUAG,2,W,C,chlamydo,1,1,2 ml
752,L_QUAG2C_2W,L,leaf disc,QUAG,2,W,C,chlamydo,2,2,2 ml
753,L_QUAG2C_3W,L,leaf disc,QUAG,2,W,C,chlamydo,3,3,2 ml
754,L_QUAG2C_4W,L,leaf disc,QUAG,2,W,C,chlamydo,4,4,2 ml
755,L_QUAG2C_5W,L,leaf disc,QUAG,2,W,C,chlamydo,5,5,2 ml
756,L_QUAG2C_6W,L,leaf disc,QUAG,2,W,C,chlamydo,6,6,2 ml
757,L_QUAG3C_1T,L,leaf disc,QUAG,3,T,C,chlamydo,1,1,2 ml
758,L_QUAG3C_2T,L,leaf disc,QUAG,3,T,C,chlamydo,2,2,2 ml
759,L_QUAG3C_3T,L,leaf disc,QUAG,3,T,C,chlamydo,3,3,2 ml
760,L_QUAG3C_4T,L,leaf disc,QUAG,3,T,C,chlamydo,4,4,2 ml
761,L_QUAG3C_5T,L,leaf disc,QUAG,3,T,C,chlamydo,5,5,2 ml
762,L_QUAG3C_6T,L,leaf disc,QUAG,3,T,C,chlamydo,6,6,2 ml
763,L_QUAG3C_1W,L,leaf disc,QUAG,3,W,C,chlamydo,1,1,2 ml
764,L_QUAG3C_2W,L,leaf disc,QUAG,3,W,C,chlamydo,2,2,2 ml
765,L_QUAG3C_3W,L,leaf disc,QUAG,3,W,C,chlamydo,3,3,2 ml
766,L_QUAG3C_4W,L,leaf disc,QUAG,3,W,C,chlamydo,4,4,2 ml
767,L_QUAG3C_5W,L,leaf disc,QUAG,3,W,C,chlamydo,5,5,2 ml
768,L_QUAG3C_6W,L,leaf disc,QUAG,3,W,C,chlamydo,6,6,2 ml
769,L_QUCH1C_1T,L,leaf disc,QUCH,1,T,C,chlamydo,1,1,2 ml
770,L_QUCH1C_2T,L,leaf disc,QUCH,1,T,C,chlamydo,2,2,2 ml
771,L_QUCH1C_3T,L,leaf disc,QUCH,1,T,C,chlamydo,3,3,2 ml
772,L_QUCH1C_4T,L,leaf disc,QUCH,1,T,C,chlamydo,4,4,2 ml
773,L_QUCH1C_5T,L,leaf disc,QUCH,1,T,C,chlamydo,5,5,2 ml
774,L_QUCH1C_6T,L,leaf disc,QUCH,1,T,C,chlamydo,6,6,2 ml
775,L_QUCH1C_1W,L,leaf disc,QUCH,1,W,C,chlamydo,1,1,2 ml
776,L_QUCH1C_2W,L,leaf disc,QUCH,1,W,C,chlamydo,2,2,2 ml
777,L_QUCH1C_3W,L,leaf disc,QUCH,1,W,C,chlamydo,3,3,2 ml
778,L_QUCH1C_4W,L,leaf disc,QUCH,1,W,C,chlamydo,4,4,2 ml
779,L_QUCH1C_5W,L,leaf disc,QUCH,1,W,C,chlamydo,5,5,2 ml
780,L_QUCH1C_6W,L,leaf disc,QUCH,1,W,C,chlamydo,6,6,2 ml
781,L_QUCH2C_1T,L,leaf disc,QUCH,2,T,C,chlamydo,1,1,2 ml
782,L_QUCH2C_2T,L,leaf disc,QUCH,2,T,C,chlamydo,2,2,2 ml
783,L_QUCH2C_3T,L,leaf disc,QUCH,2,T,C,chlamydo,3,3,2 ml
784,L_QUCH2C_4T,L,leaf disc,QUCH,2,T,C,chlamydo,4,4,2 ml
785,L_QUCH2C_5T,L,leaf disc,QUCH,2,T,C,chlamydo,5,5,2 ml
786,L_QUCH2C_6T,L,leaf disc,QUCH,2,T,C,chlamydo,6,6,2 ml
787,L_QUCH2C_1W,L,leaf disc,QUCH,2,W,C,chlamydo,1,1,2 ml
788,L_QUCH2C_2W,L,leaf disc,QUCH,2,W,C,chlamydo,2,2,2 ml
789,L_QUCH2C_3W,L,leaf disc,QUCH,2,W,C,chlamydo,3,3,2 ml
790,L_QUCH2C_4W,L,leaf disc,QUCH,2,W,C,chlamydo,4,4,2 ml
791,L_QUCH2C_5W,L,leaf disc,QUCH,2,W,C,chlamydo,5,5,2 ml
792,L_QUCH2C_6W,L,leaf disc,QUCH,2,W,C,chlamydo,6,6,2 ml
793,L_QUCH3C_1T,L,leaf disc,QUCH,3,T,C,chlamydo,1,1,2 ml
794,L_QUCH3C_2T,L,leaf disc,QUCH,3,T,C,chlamydo,2,2,2 ml
795,L_QUCH3C_3T,L,leaf disc,QUCH,3,T,C,chlamydo,3,3,2 ml
796,L_QUCH3C_4T,L,leaf disc,QUCH,3,T,C,chlamydo,4,4,2 ml
797,L_QUCH3C_5T,L,leaf disc,QUCH,3,T,C,chlamydo,5,5,2 ml
798,L_QUCH3C_6T,L,leaf disc,QUCH,3,T,C,chlamydo,6,6,2 ml
799,L_QUCH3C_1W,L,leaf disc,QUCH,3,W,C,chlamydo,1,1,2 ml
800,L_QUCH3C_2W,L,leaf disc,QUCH,3,W,C,chlamydo,2,2,2 ml
801,L_QUCH3C_3W,L,leaf disc,QUCH,3,W,C,chlamydo,3,3,2 ml
802,L_QUCH3C_4W,L,leaf disc,QUCH,3,W,C,chlamydo,4,4,2 ml
803,L_QUCH3C_5W,L,leaf disc,QUCH,3,W,C,chlamydo,5,5,2 ml
804,L_QUCH3C_6W,L,leaf disc,QUCH,3,W,C,chlamydo,6,6,2 ml
805,L_QUKE1C_1T,L,leaf disc,QUKE,1,T,C,chlamydo,1,1,2 ml
806,L_QUKE1C_2T,L,leaf disc,QUKE,1,T,C,chlamydo,2,2,2 ml
807,L_QUKE1C_3T,L,leaf disc,QUKE,1,T,C,chlamydo,3,3,2 ml
808,L_QUKE1C_4T,L,leaf disc,QUKE,1,T,C,chlamydo,4,4,2 ml
809,L_QUKE1C_5T,L,leaf disc,QUKE,1,T,C,chlamydo,5,5,2 ml
810,L_QUKE1C_6T,L,leaf disc,QUKE,1,T,C,chlamydo,6,6,2 ml
811,L_QUKE1C_1W,L,leaf disc,QUKE,1,W,C,chlamydo,1,1,2 ml
812,L_QUKE1C_2W,L,leaf disc,QUKE,1,W,C,chlamydo,2,2,2 ml
813,L_QUKE1C_3W,L,leaf disc,QUKE,1,W,C,chlamydo,3,3,2 ml
814,L_QUKE1C_4W,L,leaf disc,QUKE,1,W,C,chlamydo,4,4,2 ml
815,L_QUKE1C_5W,L,leaf disc,QUKE,1,W,C,chlamydo,5,5,2 ml
816,L_QUKE1C_6W,L,leaf disc,QUKE,1,W,C,chlamydo,6,6,2 ml
817,L_QUKE2C_1T,L,leaf disc,QUKE,2,T,C,chlamydo,1,1,2 ml
818,L_QUKE2C_2T,L,leaf disc,QUKE,2,T,C,chlamydo,2,2,2 ml
819,L_QUKE2C_3T,L,leaf disc,QUKE,2,T,C,chlamydo,3,3,2 ml
820,L_QUKE2C_4T,L,leaf disc,QUKE,2,T,C,chlamydo,4,4,2 ml
821,L_QUKE2C_5T,L,leaf disc,QUKE,2,T,C,chlamydo,5,5,2 ml
822,L_QUKE2C_6T,L,leaf disc,QUKE,2,T,C,chlamydo,6,6,2 ml
823,L_QUKE2C_1W,L,leaf disc,QUKE,2,W,C,chlamydo,1,1,2 ml
824,L_QUKE2C_2W,L,leaf disc,QUKE,2,W,C,chlamydo,2,2,2 ml
825,L_QUKE2C_3W,L,leaf disc,QUKE,2,W,C,chlamydo,3,3,2 ml
826,L_QUKE2C_4W,L,leaf disc,QUKE,2,W,C,chlamydo,4,4,2 ml
827,L_QUKE2C_5W,L,leaf disc,QUKE,2,W,C,chlamydo,5,5,2 ml
828,L_QUKE2C_6W,L,leaf disc,QUKE,2,W,C,chlamydo,6,6,2 ml
829,L_QUKE3C_1T,L,leaf disc,QUKE,3,T,C,chlamydo,1,1,2 ml
830,L_QUKE3C_2T,L,leaf disc,QUKE,3,T,C,chlamydo,2,2,2 ml
831,L_QUKE3C_3T,L,leaf disc,QUKE,3,T,C,chlamydo,3,3,2 ml
832,L_QUKE3C_4T,L,leaf disc,QUKE,3,T,C,chlamydo,4,4,2 ml
833,L_QUKE3C_5T,L,leaf disc,QUKE,3,T,C,chlamydo,5,5,2 ml
834,L_QUKE3C_6T,L,leaf disc,QUKE,3,T,C,chlamydo,6,6,2 ml
835,L_QUKE3C_1W,L,leaf disc,QUKE,3,W,C,chlamydo,1,1,2 ml
836,L_QUKE3C_2W,L,leaf disc,QUKE,3,W,C,chlamydo,2,2,2 ml
837,L_QUKE3C_3W,L,leaf disc,QUKE,3,W,C,chlamydo,3,3,2 ml
838,L_QUKE3C_4W,L,leaf disc,QUKE,3,W,C,chlamydo,4,4,2 ml
839,L_QUKE3C_5W,L,leaf disc,QUKE,3,W,C,chlamydo,5,5,2 ml
840,L_QUKE3C_6W,L,leaf disc,QUKE,3,W,C,chlamydo,6,6,2 ml
841,L_QUPA1C_1T,L,leaf disc,QUPA,1,T,C,chlamydo,1,1,2 ml
842,L_QUPA1C_2T,L,leaf disc,QUPA,1,T,C,chlamydo,2,2,2 ml
843,L_QUPA1C_3T,L,leaf disc,QUPA,1,T,C,chlamydo,3,3,2 ml
844,L_QUPA1C_4T,L,leaf disc,QUPA,1,T,C,chlamydo,4,4,2 ml
845,L_QUPA1C_5T,L,leaf disc,QUPA,1,T,C,chlamydo,5,5,2 ml
846,L_QUPA1C_6T,L,leaf disc,QUPA,1,T,C,chlamydo,6,6,2 ml
847,L_QUPA1C_1W,L,leaf disc,QUPA,1,W,C,chlamydo,7,1,2 ml
848,L_QUPA1C_2W,L,leaf disc,QUPA,1,W,C,chlamydo,8,2,2 ml
849,L_QUPA1C_3W,L,leaf disc,QUPA,1,W,C,chlamydo,9,3,2 ml
850,L_QUPA1C_4W,L,leaf disc,QUPA,1,W,C,chlamydo,10,4,2 ml
851,L_QUPA1C_5W,L,leaf disc,QUPA,1,W,C,chlamydo,11,5,2 ml
852,L_QUPA1C_6W,L,leaf disc,QUPA,1,W,C,chlamydo,12,6,2 ml
853,L_QUPA2C_1T,L,leaf disc,QUPA,2,T,C,chlamydo,1,1,2 ml
854,L_QUPA2C_2T,L,leaf disc,QUPA,2,T,C,chlamydo,2,2,2 ml
855,L_QUPA2C_3T,L,leaf disc,QUPA,2,T,C,chlamydo,3,3,2 ml
856,L_QUPA2C_4T,L,leaf disc,QUPA,2,T,C,chlamydo,4,4,2 ml
857,L_QUPA2C_5T,L,leaf disc,QUPA,2,T,C,chlamydo,5,5,2 ml
858,L_QUPA2C_6T,L,leaf disc,QUPA,2,T,C,chlamydo,6,6,2 ml
859,L_QUPA2C_1W,L,leaf disc,QUPA,2,W,C,chlamydo,7,1,2 ml
860,L_QUPA2C_2W,L,leaf disc,QUPA,2,W,C,chlamydo,8,2,2 ml
861,L_QUPA2C_3W,L,leaf disc,QUPA,2,W,C,chlamydo,9,3,2 ml
862,L_QUPA2C_4W,L,leaf disc,QUPA,2,W,C,chlamydo,10,4,2 ml
863,L_QUPA2C_5W,L,leaf disc,QUPA,2,W,C,chlamydo,11,5,2 ml
864,L_QUPA2C_6W,L,leaf disc,QUPA,2,W,C,chlamydo,12,6,2 ml
865,L_QUPA3C_1T,L,leaf disc,QUPA,3,T,C,chlamydo,1,1,2 ml
866,L_QUPA3C_2T,L,leaf disc,QUPA,3,T,C,chlamydo,2,2,2 ml
867,L_QUPA3C_3T,L,leaf disc,QUPA,3,T,C,chlamydo,3,3,2 ml
868,L_QUPA3C_4T,L,leaf disc,QUPA,3,T,C,chlamydo,4,4,2 ml
869,L_QUPA3C_5T,L,leaf disc,QUPA,3,T,C,chlamydo,5,5,2 ml
870,L_QUPA3C_6T,L,leaf disc,QUPA,3,T,C,chlamydo,6,6,2 ml
871,L_QUPA3C_1W,L,leaf disc,QUPA,3,W,C,chlamydo,7,1,2 ml
872,L_QUPA3C_2W,L,leaf disc,QUPA,3,W,C,chlamydo,8,2,2 ml
873,L_QUPA3C_3W,L,leaf disc,QUPA,3,W,C,chlamydo,9,3,2 ml
874,L_QUPA3C_4W,L,leaf disc,QUPA,3,W,C,chlamydo,10,4,2 ml
875,L_QUPA3C_5W,L,leaf disc,QUPA,3,W,C,chlamydo,11,5,2 ml
876,L_QUPA3C_6W,L,leaf disc,QUPA,3,W,C,chlamydo,12,6,2 ml
877,L_RHCA1C_1T,L,leaf disc,RHCA,1,T,C,chlamydo,1,1,2 ml
878,L_RHCA1C_2T,L,leaf disc,RHCA,1,T,C,chlamydo,2,2,2 ml
