No,code,assay_code,assay type,species,ind,trt,spore_type,spore type,leaf,rep,tubes,notes,total leaf area,lesion area,chlamydo counts,,,date counted chlamydo,sporangia counts,,,,date counted sporangia
429,L_VAOV2S_3W,L,leaf disc,VAOV,2,W,S,sporangia,9,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
430,L_VAOV2S_4W,L,leaf disc,VAOV,2,W,S,sporangia,10,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
431,L_VAOV2S_5W,L,leaf disc,VAOV,2,W,S,sporangia,11,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
432,L_VAOV2S_6W,L,leaf disc,VAOV,2,W,S,sporangia,12,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
433,L_VAOV3S_1T,L,leaf disc,VAOV,3,T,S,sporangia,1,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
434,L_VAOV3S_2T,L,leaf disc,VAOV,3,T,S,sporangia,2,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
435,L_VAOV3S_3T,L,leaf disc,VAOV,3,T,S,sporangia,3,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
436,L_VAOV3S_4T,L,leaf disc,VAOV,3,T,S,sporangia,4,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
437,L_VAOV3S_5T,L,leaf disc,VAOV,3,T,S,sporangia,5,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
438,L_VAOV3S_6T,L,leaf disc,VAOV,3,T,S,sporangia,6,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
439,L_VAOV3S_1W,L,leaf disc,VAOV,3,W,S,sporangia,7,1,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
440,L_VAOV3S_2W,L,leaf disc,VAOV,3,W,S,sporangia,8,2,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
441,L_VAOV3S_3W,L,leaf disc,VAOV,3,W,S,sporangia,9,3,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
442,L_VAOV3S_4W,L,leaf disc,VAOV,3,W,S,sporangia,10,4,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
443,L_VAOV3S_5W,L,leaf disc,VAOV,3,W,S,sporangia,11,5,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
444,L_VAOV3S_6W,L,leaf disc,VAOV,3,W,S,sporangia,12,6,.2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
445,D_SESE1S_1T,D,detached leaves,SESE,1,T,S,sporangia,1,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
446,D_SESE1S_2T,D,detached leaves,SESE,1,T,S,sporangia,3,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
447,D_SESE1S_3T,D,detached leaves,SESE,1,T,S,sporangia,5,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
448,D_SESE1S_4T,D,detached leaves,SESE,1,T,S,sporangia,7,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
449,D_SESE1S_5T,D,detached leaves,SESE,1,T,S,sporangia,9,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
450,D_SESE1S_6T,D,detached leaves,SESE,1,T,S,sporangia,11,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
451,D_SESE1S_1W,D,detached leaves,SESE,1,W,S,sporangia,13,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
452,D_SESE1S_2W,D,detached leaves,SESE,1,W,S,sporangia,15,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
453,D_SESE1S_3W,D,detached leaves,SESE,1,W,S,sporangia,17,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
454,D_SESE1S_4W,D,detached leaves,SESE,1,W,S,sporangia,19,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
455,D_SESE1S_5W,D,detached leaves,SESE,1,W,S,sporangia,21,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
456,D_SESE1S_6W,D,detached leaves,SESE,1,W,S,sporangia,23,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
457,D_SESE2S_1T,D,detached leaves,SESE,2,T,S,sporangia,1,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
458,D_SESE2S_2T,D,detached leaves,SESE,2,T,S,sporangia,3,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
459,D_SESE2S_3T,D,detached leaves,SESE,2,T,S,sporangia,5,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
460,D_SESE2S_4T,D,detached leaves,SESE,2,T,S,sporangia,7,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
461,D_SESE2S_5T,D,detached leaves,SESE,2,T,S,sporangia,9,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
462,D_SESE2S_6T,D,detached leaves,SESE,2,T,S,sporangia,11,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
463,D_SESE2S_1W,D,detached leaves,SESE,2,W,S,sporangia,13,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
464,D_SESE2S_2W,D,detached leaves,SESE,2,W,S,sporangia,15,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
465,D_SESE2S_3W,D,detached leaves,SESE,2,W,S,sporangia,17,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
466,D_SESE2S_4W,D,detached leaves,SESE,2,W,S,sporangia,19,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
467,D_SESE2S_5W,D,detached leaves,SESE,2,W,S,sporangia,21,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
468,D_SESE2S_6W,D,detached leaves,SESE,2,W,S,sporangia,23,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
469,D_SESE3S_1T,D,detached leaves,SESE,3,T,S,sporangia,1,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
470,D_SESE3S_2T,D,detached leaves,SESE,3,T,S,sporangia,3,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
471,D_SESE3S_3T,D,detached leaves,SESE,3,T,S,sporangia,5,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
472,D_SESE3S_4T,D,detached leaves,SESE,3,T,S,sporangia,7,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
473,D_SESE3S_5T,D,detached leaves,SESE,3,T,S,sporangia,9,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
474,D_SESE3S_6T,D,detached leaves,SESE,3,T,S,sporangia,11,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
475,D_SESE3S_1W,D,detached leaves,SESE,3,W,S,sporangia,13,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
476,D_SESE3S_2W,D,detached leaves,SESE,3,W,S,sporangia,15,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
477,D_SESE3S_3W,D,detached leaves,SESE,3,W,S,sporangia,17,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
478,D_SESE3S_4W,D,detached leaves,SESE,3,W,S,sporangia,19,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
479,D_SESE3S_5W,D,detached leaves,SESE,3,W,S,sporangia,21,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
480,D_SESE3S_6W,D,detached leaves,SESE,3,W,S,sporangia,23,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
481,D_PSME1S_1T,D,detached leaves,PSME,1,T,S,sporangia,1,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
482,D_PSME1S_2T,D,detached leaves,PSME,1,T,S,sporangia,3,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
483,D_PSME1S_3T,D,detached leaves,PSME,1,T,S,sporangia,5,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
484,D_PSME1S_4T,D,detached leaves,PSME,1,T,S,sporangia,7,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
485,D_PSME1S_5T,D,detached leaves,PSME,1,T,S,sporangia,9,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
486,D_PSME1S_6T,D,detached leaves,PSME,1,T,S,sporangia,11,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
487,D_PSME1S_1W,D,detached leaves,PSME,1,W,S,sporangia,13,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
488,D_PSME1S_2W,D,detached leaves,PSME,1,W,S,sporangia,15,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
489,D_PSME1S_3W,D,detached leaves,PSME,1,W,S,sporangia,17,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
490,D_PSME1S_4W,D,detached leaves,PSME,1,W,S,sporangia,19,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
491,D_PSME1S_5W,D,detached leaves,PSME,1,W,S,sporangia,21,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
492,D_PSME1S_6W,D,detached leaves,PSME,1,W,S,sporangia,23,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
493,D_PSME2S_1T,D,detached leaves,PSME,2,T,S,sporangia,1,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
494,D_PSME2S_2T,D,detached leaves,PSME,2,T,S,sporangia,3,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
495,D_PSME2S_3T,D,detached leaves,PSME,2,T,S,sporangia,5,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
496,D_PSME2S_4T,D,detached leaves,PSME,2,T,S,sporangia,7,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
497,D_PSME2S_5T,D,detached leaves,PSME,2,T,S,sporangia,9,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
498,D_PSME2S_6T,D,detached leaves,PSME,2,T,S,sporangia,11,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
499,D_PSME2S_1W,D,detached leaves,PSME,2,W,S,sporangia,13,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
500,D_PSME2S_2W,D,detached leaves,PSME,2,W,S,sporangia,15,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
501,D_PSME2S_3W,D,detached leaves,PSME,2,W,S,sporangia,17,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
502,D_PSME2S_4W,D,detached leaves,PSME,2,W,S,sporangia,19,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
503,D_PSME2S_5W,D,detached leaves,PSME,2,W,S,sporangia,21,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
504,D_PSME2S_6W,D,detached leaves,PSME,2,W,S,sporangia,23,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
505,D_PSME3S_1T,D,detached leaves,PSME,3,T,S,sporangia,1,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
506,D_PSME3S_2T,D,detached leaves,PSME,3,T,S,sporangia,3,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
507,D_PSME3S_3T,D,detached leaves,PSME,3,T,S,sporangia,5,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
508,D_PSME3S_4T,D,detached leaves,PSME,3,T,S,sporangia,7,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
509,D_PSME3S_5T,D,detached leaves,PSME,3,T,S,sporangia,9,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
510,D_PSME3S_6T,D,detached leaves,PSME,3,T,S,sporangia,11,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
511,D_PSME3S_1W,D,detached leaves,PSME,3,W,S,sporangia,13,1,.2 ml,remove 6 random needles,,,,,,,,,,,0
512,D_PSME3S_2W,D,detached leaves,PSME,3,W,S,sporangia,15,2,.2 ml,remove 6 random needles,,,,,,,,,,,0
513,D_PSME3S_3W,D,detached leaves,PSME,3,W,S,sporangia,17,3,.2 ml,remove 6 random needles,,,,,,,,,,,0
514,D_PSME3S_4W,D,detached leaves,PSME,3,W,S,sporangia,19,4,.2 ml,remove 6 random needles,,,,,,,,,,,0
515,D_PSME3S_5W,D,detached leaves,PSME,3,W,S,sporangia,21,5,.2 ml,remove 6 random needles,,,,,,,,,,,0
516,D_PSME3S_6W,D,detached leaves,PSME,3,W,S,sporangia,23,6,.2 ml,remove 6 random needles,,,,,,,,,,,0
517,D_PIPO1S_1T,D,detached leaves,PIPO,1,T,S,sporangia,1,1,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
518,D_PIPO1S_2T,D,detached leaves,PIPO,1,T,S,sporangia,3,2,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
519,D_PIPO1S_3T,D,detached leaves,PIPO,1,T,S,sporangia,5,3,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
520,D_PIPO1S_4T,D,detached leaves,PIPO,1,T,S,sporangia,7,4,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
521,D_PIPO1S_5T,D,detached leaves,PIPO,1,T,S,sporangia,9,5,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
522,D_PIPO1S_6T,D,detached leaves,PIPO,1,T,S,sporangia,11,6,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
523,D_PIPO1S_1W,D,detached leaves,PIPO,1,W,S,sporangia,13,1,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
524,D_PIPO1S_2W,D,detached leaves,PIPO,1,W,S,sporangia,15,2,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
525,D_PIPO1S_3W,D,detached leaves,PIPO,1,W,S,sporangia,17,3,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
526,D_PIPO1S_4W,D,detached leaves,PIPO,1,W,S,sporangia,19,4,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
527,D_PIPO1S_5W,D,detached leaves,PIPO,1,W,S,sporangia,21,5,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
528,D_PIPO1S_6W,D,detached leaves,PIPO,1,W,S,sporangia,23,6,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
529,D_PIPO2S_1T,D,detached leaves,PIPO,2,T,S,sporangia,1,1,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
530,D_PIPO2S_2T,D,detached leaves,PIPO,2,T,S,sporangia,3,2,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
531,D_PIPO2S_3T,D,detached leaves,PIPO,2,T,S,sporangia,5,3,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
532,D_PIPO2S_4T,D,detached leaves,PIPO,2,T,S,sporangia,7,4,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
533,D_PIPO2S_5T,D,detached leaves,PIPO,2,T,S,sporangia,9,5,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
534,D_PIPO2S_6T,D,detached leaves,PIPO,2,T,S,sporangia,11,6,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
535,D_PIPO2S_1W,D,detached leaves,PIPO,2,W,S,sporangia,13,1,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
536,D_PIPO2S_2W,D,detached leaves,PIPO,2,W,S,sporangia,15,2,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
537,D_PIPO2S_3W,D,detached leaves,PIPO,2,W,S,sporangia,17,3,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
538,D_PIPO2S_4W,D,detached leaves,PIPO,2,W,S,sporangia,19,4,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
539,D_PIPO2S_5W,D,detached leaves,PIPO,2,W,S,sporangia,21,5,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
540,D_PIPO2S_6W,D,detached leaves,PIPO,2,W,S,sporangia,23,6,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
541,D_PIPO3S_1T,D,detached leaves,PIPO,3,T,S,sporangia,1,1,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
542,D_PIPO3S_2T,D,detached leaves,PIPO,3,T,S,sporangia,3,2,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
543,D_PIPO3S_3T,D,detached leaves,PIPO,3,T,S,sporangia,5,3,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
544,D_PIPO3S_4T,D,detached leaves,PIPO,3,T,S,sporangia,7,4,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
545,D_PIPO3S_5T,D,detached leaves,PIPO,3,T,S,sporangia,9,5,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
546,D_PIPO3S_6T,D,detached leaves,PIPO,3,T,S,sporangia,11,6,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
547,D_PIPO3S_1W,D,detached leaves,PIPO,3,W,S,sporangia,13,1,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
548,D_PIPO3S_2W,D,detached leaves,PIPO,3,W,S,sporangia,15,2,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
549,D_PIPO3S_3W,D,detached leaves,PIPO,3,W,S,sporangia,17,3,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
550,D_PIPO3S_4W,D,detached leaves,PIPO,3,W,S,sporangia,19,4,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
551,D_PIPO3S_5W,D,detached leaves,PIPO,3,W,S,sporangia,21,5,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
552,D_PIPO3S_6W,D,detached leaves,PIPO,3,W,S,sporangia,23,6,.2 ml,scrape last 4 cm only of all 3 needles,,,,,,,,,,,0
553,D_UMCA1S_1T,D,detached leaves,UMCA,1,T,S,sporangia,7,1,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
554,D_UMCA1S_2T,D,detached leaves,UMCA,1,T,S,sporangia,9,2,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
555,D_UMCA1S_3T,D,detached leaves,UMCA,1,T,S,sporangia,11,3,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
556,D_UMCA1S_4T,D,detached leaves,UMCA,1,T,S,sporangia,13,4,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
557,D_UMCA1S_5T,D,detached leaves,UMCA,1,T,S,sporangia,15,5,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
558,D_UMCA1S_6T,D,detached leaves,UMCA,1,T,S,sporangia,17,6,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
559,D_UMCA1S_1W,D,detached leaves,UMCA,1,W,S,sporangia,19,1,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
560,D_UMCA1S_2W,D,detached leaves,UMCA,1,W,S,sporangia,21,2,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
561,D_UMCA1S_3W,D,detached leaves,UMCA,1,W,S,sporangia,23,3,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
562,D_UMCA1S_4W,D,detached leaves,UMCA,1,W,S,sporangia,25,4,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
563,D_UMCA1S_5W,D,detached leaves,UMCA,1,W,S,sporangia,27,5,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
564,D_UMCA1S_6W,D,detached leaves,UMCA,1,W,S,sporangia,29,6,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
565,D_LIDE1S_1T,D,detached leaves,LIDE,1,T,S,sporangia,7,1,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
566,D_LIDE1S_2T,D,detached leaves,LIDE,1,T,S,sporangia,9,2,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
567,D_LIDE1S_3T,D,detached leaves,LIDE,1,T,S,sporangia,11,3,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
568,D_LIDE1S_4T,D,detached leaves,LIDE,1,T,S,sporangia,13,4,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
569,D_LIDE1S_5T,D,detached leaves,LIDE,1,T,S,sporangia,15,5,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
570,D_LIDE1S_6T,D,detached leaves,LIDE,1,T,S,sporangia,17,6,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
571,D_LIDE1S_1W,D,detached leaves,LIDE,1,W,S,sporangia,19,1,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
572,D_LIDE1S_2W,D,detached leaves,LIDE,1,W,S,sporangia,21,2,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
573,D_LIDE1S_3W,D,detached leaves,LIDE,1,W,S,sporangia,23,3,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
574,D_LIDE1S_4W,D,detached leaves,LIDE,1,W,S,sporangia,25,4,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
575,D_LIDE1S_5W,D,detached leaves,LIDE,1,W,S,sporangia,27,5,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
576,D_LIDE1S_6W,D,detached leaves,LIDE,1,W,S,sporangia,29,6,1.5 ml,scrape last 4 cm and any lesion area (ref species),,,,,,,,,,,0
577,L_ACMA1C_1T,L,leaf disc,ACMA,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
578,L_ACMA1C_2T,L,leaf disc,ACMA,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
579,L_ACMA1C_3T,L,leaf disc,ACMA,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
580,L_ACMA1C_4T,L,leaf disc,ACMA,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
581,L_ACMA1C_5T,L,leaf disc,ACMA,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
582,L_ACMA1C_6T,L,leaf disc,ACMA,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
583,L_ACMA1C_1W,L,leaf disc,ACMA,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
584,L_ACMA1C_2W,L,leaf disc,ACMA,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
585,L_ACMA1C_3W,L,leaf disc,ACMA,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
586,L_ACMA1C_4W,L,leaf disc,ACMA,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
587,L_ACMA1C_5W,L,leaf disc,ACMA,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
588,L_ACMA1C_6W,L,leaf disc,ACMA,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
589,L_ACMA2C_1T,L,leaf disc,ACMA,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
590,L_ACMA2C_2T,L,leaf disc,ACMA,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
591,L_ACMA2C_3T,L,leaf disc,ACMA,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
592,L_ACMA2C_4T,L,leaf disc,ACMA,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
593,L_ACMA2C_5T,L,leaf disc,ACMA,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
594,L_ACMA2C_6T,L,leaf disc,ACMA,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
595,L_ACMA2C_1W,L,leaf disc,ACMA,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
596,L_ACMA2C_2W,L,leaf disc,ACMA,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
597,L_ACMA2C_3W,L,leaf disc,ACMA,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
598,L_ACMA2C_4W,L,leaf disc,ACMA,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
599,L_ACMA2C_5W,L,leaf disc,ACMA,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
600,L_ACMA2C_6W,L,leaf disc,ACMA,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
601,L_ACMA3C_1T,L,leaf disc,ACMA,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
602,L_ACMA3C_2T,L,leaf disc,ACMA,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
603,L_ACMA3C_3T,L,leaf disc,ACMA,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
604,L_ACMA3C_4T,L,leaf disc,ACMA,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
605,L_ACMA3C_5T,L,leaf disc,ACMA,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
606,L_ACMA3C_6T,L,leaf disc,ACMA,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
607,L_ACMA3C_1W,L,leaf disc,ACMA,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
608,L_ACMA3C_2W,L,leaf disc,ACMA,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
609,L_ACMA3C_3W,L,leaf disc,ACMA,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
610,L_ACMA3C_4W,L,leaf disc,ACMA,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
611,L_ACMA3C_5W,L,leaf disc,ACMA,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
612,L_ACMA3C_6W,L,leaf disc,ACMA,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
613,L_ARME1C_1T,L,leaf disc,ARME,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
614,L_ARME1C_2T,L,leaf disc,ARME,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
615,L_ARME1C_3T,L,leaf disc,ARME,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
616,L_ARME1C_4T,L,leaf disc,ARME,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
617,L_ARME1C_5T,L,leaf disc,ARME,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
618,L_ARME1C_6T,L,leaf disc,ARME,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
619,L_ARME1C_1W,L,leaf disc,ARME,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
620,L_ARME1C_2W,L,leaf disc,ARME,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
621,L_ARME1C_3W,L,leaf disc,ARME,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
622,L_ARME1C_4W,L,leaf disc,ARME,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
623,L_ARME1C_5W,L,leaf disc,ARME,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
624,L_ARME1C_6W,L,leaf disc,ARME,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
625,L_ARME2C_1T,L,leaf disc,ARME,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
626,L_ARME2C_2T,L,leaf disc,ARME,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
