No,code,assay,species,ind,trt,spore,leaf,rep,tubes,count.mu,spores_cm2,count.sd,date_counted,water,p.area,manual,remove,notes
409,L_VAOV1S_1T,L,VAOV,1,T,S,1,1,.2 ml,0.45,36.58536585,0.19,25-Jun,0,NA,0,,"1 disc cut per leaf. Pairs between S and C.water, all but 2 emptyVAOV leaves show rlly different data"
410,L_VAOV1S_2T,L,VAOV,1,T,S,2,2,.2 ml,0.6,48.7804878,0.23,25-Jun,1,NA,0,,1 disc cut per leaf. Pairs between S and C.water
411,L_VAOV1S_3T,L,VAOV,1,T,S,3,3,.2 ml,0.27,21.95121951,0.23,25-Jun,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
412,L_VAOV1S_4T,L,VAOV,1,T,S,4,4,.2 ml,0.27,21.95121951,0.12,25-Jun,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
413,L_VAOV1S_5T,L,VAOV,1,T,S,5,5,.2 ml,0.33,26.82926829,0.42,25-Jun,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
414,L_VAOV1S_6T,L,VAOV,1,T,S,6,6,.2 ml,0.33,26.82926829,0.31,25-Jun,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
415,L_VAOV1S_1W,L,VAOV,1,W,S,7,1,.2 ml,0,0,0,25-Jun,0,NA,1,,"1 disc cut per leaf. Pairs between S and C.water, darker sporangia-like things present"
416,L_VAOV1S_2W,L,VAOV,1,W,S,8,2,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
417,L_VAOV1S_3W,L,VAOV,1,W,S,9,3,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
418,L_VAOV1S_4W,L,VAOV,1,W,S,10,4,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
419,L_VAOV1S_5W,L,VAOV,1,W,S,11,5,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
420,L_VAOV1S_6W,L,VAOV,1,W,S,12,6,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
421,L_VAOV2S_1T,L,VAOV,2,T,S,1,1,.2 ml,0.4,32.5203252,0,25-Jun,1,NA,1,,"1 disc cut per leaf. Pairs between S and C.waterdone manually, 100% of surface clearly covered"
422,L_VAOV2S_2T,L,VAOV,2,T,S,2,2,.2 ml,0.1,8.130081301,0.12,25-Jun,1,NA,0,,1 disc cut per leaf. Pairs between S and C.water
423,L_VAOV2S_3T,L,VAOV,2,T,S,3,3,.2 ml,0.33,26.82926829,0.23,25-Jun,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
424,L_VAOV2S_4T,L,VAOV,2,T,S,4,4,.2 ml,0,0,0,25-Jun,0,NA,1,,1 disc cut per leaf. Pairs between S and C.100% of surface covered
425,L_VAOV2S_5T,L,VAOV,2,T,S,5,5,.2 ml,0.2,16.2601626,0.2,25-Jun,0,NA,1,,1 disc cut per leaf. Pairs between S and C.100% of surface covered
426,L_VAOV2S_6T,L,VAOV,2,T,S,6,6,.2 ml,0.13,10.56910569,0.12,25-Jun,0,NA,1,,1 disc cut per leaf. Pairs between S and C.100% of surface covered
427,L_VAOV2S_1W,L,VAOV,2,W,S,7,1,.2 ml,0,0,0,25-Jun,1,NA,1,,"1 disc cut per leaf. Pairs between S and C.waterdone manually, 100% of surface clearly covered"
428,L_VAOV2S_2W,L,VAOV,2,W,S,8,2,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.100% of surface covered
429,L_VAOV2S_3W,L,VAOV,2,W,S,9,3,.2 ml,0,0,0,20-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
430,L_VAOV2S_4W,L,VAOV,2,W,S,10,4,.2 ml,0,0,0,20-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
431,L_VAOV2S_5W,L,VAOV,2,W,S,11,5,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.100% of surface covered
432,L_VAOV2S_6W,L,VAOV,2,W,S,12,6,.2 ml,0,0,0,25-Jun,1,NA,1,,1 disc cut per leaf. Pairs between S and C.water
433,L_VAOV3S_1T,L,VAOV,3,T,S,1,1,.2 ml,0.2,16.2601626,0,25-Jun,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
434,L_VAOV3S_2T,L,VAOV,3,T,S,2,2,.2 ml,0.15,12.19512195,0.1,25-Jun,1,NA,1,,1 disc cut per leaf. Pairs between S and C.water
435,L_VAOV3S_3T,L,VAOV,3,T,S,3,3,.2 ml,0.27,21.95121951,0.31,25-Jun,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
436,L_VAOV3S_4T,L,VAOV,3,T,S,4,4,.2 ml,0.2,16.2601626,0.16,25-Jun,1,NA,1,,1 disc cut per leaf. Pairs between S and C.water
437,L_VAOV3S_5T,L,VAOV,3,T,S,5,5,.2 ml,0.73,59.3495935,0.12,25-Jun,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
438,L_VAOV3S_6T,L,VAOV,3,T,S,6,6,.2 ml,0.33,26.82926829,0.23,25-Jun,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
439,L_VAOV3S_1W,L,VAOV,3,W,S,7,1,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
440,L_VAOV3S_2W,L,VAOV,3,W,S,8,2,.2 ml,0,0,0,25-Jun,1,NA,0,,1 disc cut per leaf. Pairs between S and C.water
441,L_VAOV3S_3W,L,VAOV,3,W,S,9,3,.2 ml,0,0,0,25-Jun,1,NA,1,,1 disc cut per leaf. Pairs between S and C.water
442,L_VAOV3S_4W,L,VAOV,3,W,S,10,4,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
443,L_VAOV3S_5W,L,VAOV,3,W,S,11,5,.2 ml,0,0,0,20-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
444,L_VAOV3S_6W,L,VAOV,3,W,S,12,6,.2 ml,0,0,0,20-Jul,0,NA,1,,"1 disc cut per leaf. Pairs between S and C.not very close to oval shape, done manually"
445,D_SESE1S_1T,D,SESE,1,T,S,1,1,.2 ml,0.15,12.19512195,0.1,26-Jun,0,NA,0,,"remove 6 random needleswater, at least one live looking sporangia, but mostly emptywhich ones are chlamydo & which ones are sporgangia for each replicate? (i.e. if there are 6 individuals for each replicate, how would you process it?"
446,D_SESE1S_2T,D,SESE,1,T,S,3,2,.2 ml,0.07,5.691056911,0.12,26-Jun,0,NA,0,,remove 6 random needles
447,D_SESE1S_3T,D,SESE,1,T,S,5,3,.2 ml,0.07,5.691056911,0.12,26-Jun,0,NA,0,,remove 6 random needles
448,D_SESE1S_4T,D,SESE,1,T,S,7,4,.2 ml,0.13,10.56910569,0.23,26-Jun,0,NA,0,,remove 6 random needles
449,D_SESE1S_5T,D,SESE,1,T,S,9,5,.2 ml,0,0,0,26-Jun,0,NA,0,,remove 6 random needles
450,D_SESE1S_6T,D,SESE,1,T,S,11,6,.2 ml,0.07,5.691056911,0.12,26-Jun,0,NA,0,,remove 6 random needles
451,D_SESE1S_1W,D,SESE,1,W,S,13,1,.2 ml,0,0,0,26-Jun,1,NA,0,,remove 6 random needleswater
452,D_SESE1S_2W,D,SESE,1,W,S,15,2,.2 ml,0,0,0,26-Jun,0,NA,0,,remove 6 random needles
453,D_SESE1S_3W,D,SESE,1,W,S,17,3,.2 ml,0,0,0,26-Jun,0,NA,0,,remove 6 random needles
454,D_SESE1S_4W,D,SESE,1,W,S,19,4,.2 ml,0,0,0,26-Jun,0,NA,0,,remove 6 random needles
455,D_SESE1S_5W,D,SESE,1,W,S,21,5,.2 ml,0,0,0,26-Jun,0,NA,0,,remove 6 random needles
456,D_SESE1S_6W,D,SESE,1,W,S,23,6,.2 ml,0,0,0,26-Jun,0,NA,0,,remove 6 random needles
457,D_SESE2S_1T,D,SESE,2,T,S,1,1,.2 ml,0.2,16.2601626,0.28,26-Jun,1,NA,0,,remove 6 random needleswater
458,D_SESE2S_2T,D,SESE,2,T,S,3,2,.2 ml,3.2,260.1626016,0.78,26-Jun,0,NA,0,,"remove 6 random needleswater, lots, including those with germ tube and mycelium not sure why they didn't colonize"
459,D_SESE2S_3T,D,SESE,2,T,S,5,3,.2 ml,2.13,173.1707317,1.3,26-Jun,0,NA,0,,remove 6 random needles
460,D_SESE2S_4T,D,SESE,2,T,S,7,4,.2 ml,0.4,32.5203252,0.35,26-Jun,0,NA,0,,remove 6 random needles
461,D_SESE2S_5T,D,SESE,2,T,S,9,5,.2 ml,1,81.30081301,0.69,26-Jun,0,NA,0,,remove 6 random needles
462,D_SESE2S_6T,D,SESE,2,T,S,11,6,.2 ml,1.33,108.1300813,0.23,26-Jun,0,NA,0,,remove 6 random needles
463,D_SESE2S_1W,D,SESE,2,W,S,13,1,.2 ml,0,0,0,26-Jun,1,NA,0,,remove 6 random needleswater
464,D_SESE2S_2W,D,SESE,2,W,S,15,2,.2 ml,0,0,0,26-Jun,0,NA,0,,remove 6 random needles
465,D_SESE2S_3W,D,SESE,2,W,S,17,3,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
466,D_SESE2S_4W,D,SESE,2,W,S,19,4,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
467,D_SESE2S_5W,D,SESE,2,W,S,21,5,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
468,D_SESE2S_6W,D,SESE,2,W,S,23,6,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
469,D_SESE3S_1T,D,SESE,3,T,S,1,1,.2 ml,1.7,138.2113821,0.9,26-Jun,1,NA,0,,remove 6 random needleswater
470,D_SESE3S_2T,D,SESE,3,T,S,3,2,.2 ml,0.2,16.2601626,0.16,26-Jun,1,NA,0,,remove 6 random needleswater
471,D_SESE3S_3T,D,SESE,3,T,S,5,3,.2 ml,0.2,16.2601626,0.2,26-Jun,0,NA,0,,remove 6 random needles
472,D_SESE3S_4T,D,SESE,3,T,S,7,4,.2 ml,0.27,21.95121951,0.23,26-Jun,0,NA,0,,remove 6 random needles
473,D_SESE3S_5T,D,SESE,3,T,S,9,5,.2 ml,0.13,10.56910569,0.12,26-Jun,0,NA,0,,remove 6 random needles
474,D_SESE3S_6T,D,SESE,3,T,S,11,6,.2 ml,0.8,65.04065041,0.53,26-Jun,0,NA,0,,remove 6 random needles
475,D_SESE3S_1W,D,SESE,3,W,S,13,1,.2 ml,0,0,0,26-Jun,1,NA,0,,remove 6 random needleswater
476,D_SESE3S_2W,D,SESE,3,W,S,15,2,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
477,D_SESE3S_3W,D,SESE,3,W,S,17,3,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
478,D_SESE3S_4W,D,SESE,3,W,S,19,4,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
479,D_SESE3S_5W,D,SESE,3,W,S,21,5,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
480,D_SESE3S_6W,D,SESE,3,W,S,23,6,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
481,D_PSME1S_1T,D,PSME,1,T,S,1,1,.2 ml,0.05,4.06504065,0.1,26-Jun,1,NA,0,,remove 6 random needleswater
482,D_PSME1S_2T,D,PSME,1,T,S,3,2,.2 ml,0.1,8.130081301,0.12,26-Jun,1,NA,0,,remove 6 random needleswater
483,D_PSME1S_3T,D,PSME,1,T,S,5,3,.2 ml,0.13,10.56910569,0.23,26-Jun,0,NA,0,,remove 6 random needles
484,D_PSME1S_4T,D,PSME,1,T,S,7,4,.2 ml,16.33,1327.642276,2.91,26-Jun,0,NA,0,,remove 6 random needles
485,D_PSME1S_5T,D,PSME,1,T,S,9,5,.2 ml,0.87,70.73170732,0.64,26-Jun,0,NA,0,,remove 6 random needles
486,D_PSME1S_6T,D,PSME,1,T,S,11,6,.2 ml,0.87,70.73170732,0.31,26-Jun,0,NA,0,,remove 6 random needles
487,D_PSME1S_1W,D,PSME,1,W,S,13,1,.2 ml,0,0,0,26-Jun,1,NA,0,,remove 6 random needleswater
488,D_PSME1S_2W,D,PSME,1,W,S,15,2,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
489,D_PSME1S_3W,D,PSME,1,W,S,17,3,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
490,D_PSME1S_4W,D,PSME,1,W,S,19,4,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
491,D_PSME1S_5W,D,PSME,1,W,S,21,5,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
492,D_PSME1S_6W,D,PSME,1,W,S,23,6,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
493,D_PSME2S_1T,D,PSME,2,T,S,1,1,.2 ml,0.25,20.32520325,0.19,20-Jul,1,NA,0,,remove 6 random needleswater
494,D_PSME2S_2T,D,PSME,2,T,S,3,2,.2 ml,0.2,16.2601626,0.16,20-Jul,0,NA,0,,remove 6 random needles
495,D_PSME2S_3T,D,PSME,2,T,S,5,3,.2 ml,0.2,16.2601626,0.23,20-Jul,0,NA,0,,remove 6 random needles
496,D_PSME2S_4T,D,PSME,2,T,S,7,4,.2 ml,0.5,40.6504065,0.42,20-Jul,1,NA,0,,remove 6 random needleswater
497,D_PSME2S_5T,D,PSME,2,T,S,9,5,.2 ml,0.1,8.130081301,0.12,20-Jul,0,NA,0,,remove 6 random needles
498,D_PSME2S_6T,D,PSME,2,T,S,11,6,.2 ml,0.1,8.130081301,0.2,20-Jul,0,NA,0,,remove 6 random needles
499,D_PSME2S_1W,D,PSME,2,W,S,13,1,.2 ml,0,0,0,26-Jun,1,NA,0,,remove 6 random needleswater
500,D_PSME2S_2W,D,PSME,2,W,S,15,2,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
501,D_PSME2S_3W,D,PSME,2,W,S,17,3,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
502,D_PSME2S_4W,D,PSME,2,W,S,19,4,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
503,D_PSME2S_5W,D,PSME,2,W,S,21,5,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
504,D_PSME2S_6W,D,PSME,2,W,S,23,6,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
505,D_PSME3S_1T,D,PSME,3,T,S,1,1,.2 ml,0.33,26.82926829,0.12,26-Jun,1,NA,0,,remove 6 random needleswater
506,D_PSME3S_2T,D,PSME,3,T,S,3,2,.2 ml,0.05,4.06504065,0.1,20-Jul,0,NA,0,,remove 6 random needles
507,D_PSME3S_3T,D,PSME,3,T,S,5,3,.2 ml,0.15,12.19512195,0.19,20-Jul,0,NA,0,,remove 6 random needles
508,D_PSME3S_4T,D,PSME,3,T,S,7,4,.2 ml,0.05,4.06504065,0.1,20-Jul,0,NA,0,,remove 6 random needles
509,D_PSME3S_5T,D,PSME,3,T,S,9,5,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
510,D_PSME3S_6T,D,PSME,3,T,S,11,6,.2 ml,0.15,12.19512195,0.1,20-Jul,0,NA,0,,remove 6 random needles
511,D_PSME3S_1W,D,PSME,3,W,S,13,1,.2 ml,0,0,0,26-Jun,1,NA,0,,remove 6 random needleswater
512,D_PSME3S_2W,D,PSME,3,W,S,15,2,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
513,D_PSME3S_3W,D,PSME,3,W,S,17,3,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
514,D_PSME3S_4W,D,PSME,3,W,S,19,4,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
515,D_PSME3S_5W,D,PSME,3,W,S,21,5,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
516,D_PSME3S_6W,D,PSME,3,W,S,23,6,.2 ml,0,0,0,20-Jul,0,NA,0,,remove 6 random needles
517,D_PIPO1S_1T,D,PIPO,1,T,S,1,1,.2 ml,0,0,0,26-Jun,1,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..., for all PIPO accidentally didn't collect enough. Same needles for sp+ch. Splitting into 2, 6 leaves in each boxwater"
518,D_PIPO1S_2T,D,PIPO,1,T,S,2,2,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
519,D_PIPO1S_3T,D,PIPO,1,T,S,3,3,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
520,D_PIPO1S_4T,D,PIPO,1,T,S,4,4,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
521,D_PIPO1S_5T,D,PIPO,1,T,S,5,5,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
522,D_PIPO1S_6T,D,PIPO,1,T,S,6,6,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
523,D_PIPO1S_1W,D,PIPO,1,W,S,7,1,.2 ml,0,0,0,26-Jun,1,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...water"
524,D_PIPO1S_2W,D,PIPO,1,W,S,8,2,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
525,D_PIPO1S_3W,D,PIPO,1,W,S,9,3,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
526,D_PIPO1S_4W,D,PIPO,1,W,S,10,4,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
527,D_PIPO1S_5W,D,PIPO,1,W,S,11,5,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
528,D_PIPO1S_6W,D,PIPO,1,W,S,12,6,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
529,D_PIPO2S_1T,D,PIPO,2,T,S,1,1,.2 ml,0.15,12.19512195,0.1,26-Jun,1,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...water"
530,D_PIPO2S_2T,D,PIPO,2,T,S,2,2,.2 ml,0.05,4.06504065,0.1,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
531,D_PIPO2S_3T,D,PIPO,2,T,S,3,3,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
532,D_PIPO2S_4T,D,PIPO,2,T,S,4,4,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
533,D_PIPO2S_5T,D,PIPO,2,T,S,5,5,.2 ml,0,0,0,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
534,D_PIPO2S_6T,D,PIPO,2,T,S,6,6,.2 ml,NA,#VALUE!,NA,20-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...missing"
535,D_PIPO2S_1W,D,PIPO,2,W,S,7,1,.2 ml,0,0,0,26-Jun,1,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...water"
536,D_PIPO2S_2W,D,PIPO,2,W,S,8,2,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
537,D_PIPO2S_3W,D,PIPO,2,W,S,9,3,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
538,D_PIPO2S_4W,D,PIPO,2,W,S,10,4,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
539,D_PIPO2S_5W,D,PIPO,2,W,S,11,5,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
540,D_PIPO2S_6W,D,PIPO,2,W,S,12,6,.2 ml,NA,#VALUE!,NA,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...missing"
541,D_PIPO3S_1T,D,PIPO,3,T,S,1,1,.2 ml,0,0,0,26-Jun,1,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...water"
542,D_PIPO3S_2T,D,PIPO,3,T,S,2,2,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
543,D_PIPO3S_3T,D,PIPO,3,T,S,3,3,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
544,D_PIPO3S_4T,D,PIPO,3,T,S,4,4,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
545,D_PIPO3S_5T,D,PIPO,3,T,S,5,5,.2 ml,NA,#VALUE!,NA,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...missing"
546,D_PIPO3S_6T,D,PIPO,3,T,S,6,6,.2 ml,NA,#VALUE!,NA,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...missing"
547,D_PIPO3S_1W,D,PIPO,3,W,S,7,1,.2 ml,0,0,0,26-Jun,1,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...water"
548,D_PIPO3S_2W,D,PIPO,3,W,S,8,2,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
549,D_PIPO3S_3W,D,PIPO,3,W,S,9,3,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
550,D_PIPO3S_4W,D,PIPO,3,W,S,10,4,.2 ml,0,0,0,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops..."
551,D_PIPO3S_5W,D,PIPO,3,W,S,11,5,.2 ml,NA,#VALUE!,NA,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...missing"
552,D_PIPO3S_6W,D,PIPO,3,W,S,12,6,.2 ml,NA,#VALUE!,NA,31-Jul,0,NA,0,,"scrape last 4 cm only of all 3 needles, only collected 8 needles total oops...missing"
553,D_UMCA1S_1T,D,UMCA,1,T,S,7,1,1.5 ml,0.45,36.58536585,0.34,26-Jun,1,NA,0,,scrape last 4 cm and any lesion area (ref species)water
554,D_UMCA1S_2T,D,UMCA,1,T,S,9,2,1.5 ml,0.05,4.06504065,0.1,26-Jun,0,NA,0,,"scrape last 4 cm and any lesion area (ref species)water, plated asymptomatic"
555,D_UMCA1S_3T,D,UMCA,1,T,S,11,3,1.5 ml,0.2,16.2601626,0.16,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
556,D_UMCA1S_4T,D,UMCA,1,T,S,13,4,1.5 ml,0.2,16.2601626,0.23,31-Jul,0,NA,1,,scrape last 4 cm and any lesion area (ref species)
557,D_UMCA1S_5T,D,UMCA,1,T,S,15,5,1.5 ml,0.55,44.71544715,0.44,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
558,D_UMCA1S_6T,D,UMCA,1,T,S,17,6,1.5 ml,0.35,28.45528455,0.25,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
559,D_UMCA1S_1W,D,UMCA,1,W,S,19,1,1.5 ml,0,0,0,26-Jun,1,NA,0,,scrape last 4 cm and any lesion area (ref species)water
560,D_UMCA1S_2W,D,UMCA,1,W,S,21,2,1.5 ml,0,0,0,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
561,D_UMCA1S_3W,D,UMCA,1,W,S,23,3,1.5 ml,0,0,0,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
562,D_UMCA1S_4W,D,UMCA,1,W,S,25,4,1.5 ml,0,0,0,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
563,D_UMCA1S_5W,D,UMCA,1,W,S,27,5,1.5 ml,0,0,0,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
564,D_UMCA1S_6W,D,UMCA,1,W,S,29,6,1.5 ml,0,0,0,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
565,D_LIDE1S_1T,D,LIDE,1,T,S,7,1,1.5 ml,3.8,308.9430894,0.52,26-Jun,1,NA,0,,scrape last 4 cm and any lesion area (ref species)waterCount the same leaf disc for sporangia & chlamydo?
566,D_LIDE1S_2T,D,LIDE,1,T,S,9,2,1.5 ml,4.65,378.0487805,0.75,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
567,D_LIDE1S_3T,D,LIDE,1,T,S,11,3,1.5 ml,2,162.601626,0.71,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
568,D_LIDE1S_4T,D,LIDE,1,T,S,13,4,1.5 ml,3.5,284.5528455,1.09,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
569,D_LIDE1S_5T,D,LIDE,1,T,S,15,5,1.5 ml,19.7,1601.626016,6.45,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
570,D_LIDE1S_6T,D,LIDE,1,T,S,17,6,1.5 ml,27.15,2207.317073,13.17,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
571,D_LIDE1S_1W,D,LIDE,1,W,S,19,1,1.5 ml,0,0,0,26-Jun,1,NA,0,,scrape last 4 cm and any lesion area (ref species)water
572,D_LIDE1S_2W,D,LIDE,1,W,S,21,2,1.5 ml,0,0,0,26-Jun,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
573,D_LIDE1S_3W,D,LIDE,1,W,S,23,3,1.5 ml,0,0,0,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
574,D_LIDE1S_4W,D,LIDE,1,W,S,25,4,1.5 ml,0,0,0,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
575,D_LIDE1S_5W,D,LIDE,1,W,S,27,5,1.5 ml,0,0,0,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
576,D_LIDE1S_6W,D,LIDE,1,W,S,29,6,1.5 ml,0,0,0,31-Jul,0,NA,0,,scrape last 4 cm and any lesion area (ref species)
577,L_ACMA1C_1T,L,ACMA,1,T,C,1,1,2 ml,335,27235.77236,NA,5-Jul,0,1,1,,"done manually. lesions were light, but def entire leaf area"
578,L_ACMA1C_2T,L,ACMA,1,T,C,2,2,2 ml,890,72357.72358,NA,5-Jul,0,0.66306,0,,
579,L_ACMA1C_3T,L,ACMA,1,T,C,3,3,2 ml,520,42276.42276,NA,5-Jul,0,0.58817,0,,
580,L_ACMA1C_4T,L,ACMA,1,T,C,4,4,2 ml,1010,82113.82114,NA,5-Jul,0,0.49643,0,,
581,L_ACMA1C_5T,L,ACMA,1,T,C,5,5,2 ml,960,78048.78049,NA,5-Jul,0,0.73226,0,,
582,L_ACMA1C_6T,L,ACMA,1,T,C,6,6,2 ml,60,4878.04878,NA,5-Jul,0,0.71658,0,,May need counting again. v. dark + hard to see
