sample,code,assay,species,ind,trt,spore,rep,p.area,manual,Notes_lesions
205,L_QUCH2S_1T,L,QUCH,2,T,S,1,0.01101,0,
349,L_TODI2S_1T,L,TODI,2,T,S,1,0.00511084,1,done manually
412,L_VAOV1S_4T,L,VAOV,1,T,S,4,0.00459,0,
54,L_ARME2S_6T,L,ARME,2,T,S,6,0.004490388,1,done manually
98,L_HEAR2S_2T,L,HEAR,2,T,S,2,0.004347349,1,done manually
112,L_HEAR3S_4T,L,HEAR,3,T,S,4,0.004160656,1,done manually
89,L_HEAR1S_5T,L,HEAR,1,T,S,5,0.003793771,1,"leaf disc not complete oval, done manually"
86,L_HEAR1S_2T,L,HEAR,1,T,S,2,0.003789592,1,"leaf disc not complete oval, done manually"
97,L_HEAR2S_1T,L,HEAR,2,T,S,1,0.003683706,1,done manually
110,L_HEAR3S_2T,L,HEAR,3,T,S,2,0.003331218,1,
85,L_HEAR1S_1T,L,HEAR,1,T,S,1,0.003254591,1,done manually
414,L_VAOV1S_6T,L,VAOV,1,T,S,6,0.00312,0,
109,L_HEAR3S_1T,L,HEAR,3,T,S,1,0.002739095,1,"done manually, shading on ridges of leaf"
42,L_ARME1S_6T,L,ARME,1,T,S,6,0.002590019,1,done manually
88,L_HEAR1S_4T,L,HEAR,1,T,S,4,0.002239389,1,done manually
209,L_QUCH2S_5T,L,QUCH,2,T,S,5,0.002074058,1,
439,L_VAOV3S_1W,L,VAOV,3,W,S,1,0.001953776,1,
344,L_TODI1S_2W,L,TODI,1,W,S,2,0.001882721,1,
118,L_HEAR3S_4W,L,HEAR,3,W,S,4,0.001814453,1,dark spots around perimeter = browning? not lesion?
210,L_QUCH2S_6T,L,QUCH,2,T,S,6,0.001447568,1,
266,L_QUPA1S_2T,L,QUPA,1,T,S,2,0.001379764,1,
444,L_VAOV3S_6W,L,VAOV,3,W,S,6,0.001285953,1,"not very close to oval shape, done manually"
268,L_QUPA1S_4T,L,QUPA,1,T,S,4,0.001242763,1,
436,L_VAOV3S_4T,L,VAOV,3,T,S,4,0.001201895,1,
269,L_QUPA1S_5T,L,QUPA,1,T,S,5,0.001177281,1,
398,L_UMCA3S_2T,L,UMCA,3,T,S,2,0.001131769,1,done manually
179,L_QUAG2S_5W,L,QUAG,2,W,S,5,0.001124803,1,
265,L_QUPA1S_1T,L,QUPA,1,T,S,1,0.001121088,1,
180,L_QUAG2S_6W,L,QUAG,2,W,S,6,0.001038422,1,
330,L_RHCA3S_6T,L,RHCA,3,T,S,6,0.001034243,1,
267,L_QUPA1S_3T,L,QUPA,1,T,S,3,0.001027277,1,
442,L_VAOV3S_4W,L,VAOV,3,W,S,4,0.000978049,1,
252,L_QUKE2S_6W,L,QUKE,2,W,S,6,0.000928357,1,
235,L_QUKE1S_1W,L,QUKE,1,W,S,1,0.000926964,1,
319,L_RHCA2S_1W,L,RHCA,2,W,S,1,0.000903279,1,
327,L_RHCA3S_3T,L,RHCA,3,T,S,3,0.000769064,1,
413,L_VAOV1S_5T,L,VAOV,1,T,S,5,0.00073,0,
325,L_RHCA3S_1T,L,RHCA,3,T,S,1,0.000699403,1,
321,L_RHCA2S_3W,L,RHCA,2,W,S,3,0.000643673,1,
324,L_RHCA2S_6W,L,RHCA,2,W,S,6,0.000613022,1,
44,L_ARME1S_2W,L,ARME,1,W,S,2,0.000576334,1,
308,L_RHCA1S_2W,L,RHCA,1,W,S,2,0.000570296,1,
312,L_RHCA1S_6W,L,RHCA,1,W,S,6,0.000538252,1,
307,L_RHCA1S_1W,L,RHCA,1,W,S,1,0.000449085,1,
322,L_RHCA2S_4W,L,RHCA,2,W,S,4,0.000421221,1,
438,L_VAOV3S_6T,L,VAOV,3,T,S,6,0.000411468,1,
415,L_VAOV1S_1W,L,VAOV,1,W,S,1,0.000408681,1,
323,L_RHCA2S_5W,L,RHCA,2,W,S,5,0.000405431,1,
119,L_HEAR3S_5W,L,HEAR,3,W,S,5,0.000391963,1,
94,L_HEAR1S_4W,L,HEAR,1,W,S,4,0.000351095,1,
443,L_VAOV3S_5W,L,VAOV,3,W,S,5,0.000342735,1,
309,L_RHCA1S_3W,L,RHCA,1,W,S,3,0.000323694,1,
311,L_RHCA1S_5W,L,RHCA,1,W,S,5,0.000319979,1,
197,L_QUCH1S_5T,L,QUCH,1,T,S,5,0.000317193,1,
441,L_VAOV3S_3W,L,VAOV,3,W,S,3,0.000312548,1,
372,L_TODI3S_6W,L,TODI,3,W,S,6,0.000302796,1,
199,L_QUCH1S_1W,L,QUCH,1,W,S,1,0.000283755,1,
310,L_RHCA1S_4W,L,RHCA,1,W,S,4,0.000272609,1,
37,L_ARME1S_1T,L,ARME,1,T,S,1,0.000258677,1,done manually
356,L_TODI2S_2W,L,TODI,2,W,S,2,0.000256355,1,
328,L_RHCA3S_4T,L,RHCA,3,T,S,4,0.000243351,1,
345,L_TODI1S_3W,L,TODI,1,W,S,3,0.000238243,1,
219,L_QUCH3S_3T,L,QUCH,3,T,S,3,0.000221524,1,
204,L_QUCH1S_6W,L,QUCH,1,W,S,6,0.000205734,1,
329,L_RHCA3S_5T,L,RHCA,3,T,S,5,0.000202483,1,
368,L_TODI3S_2W,L,TODI,3,W,S,2,0.000187158,1,
93,L_HEAR1S_3W,L,HEAR,1,W,S,3,0.000173225,1,
193,L_QUCH1S_1T,L,QUCH,1,T,S,1,0.000167188,1,
260,L_QUKE3S_2W,L,QUKE,3,W,S,2,0.000144896,1,
287,L_QUPA2S_5W,L,QUPA,2,W,S,5,0.000141181,1,
370,L_TODI3S_4W,L,TODI,3,W,S,4,0.000137001,1,
419,L_VAOV1S_5W,L,VAOV,1,W,S,5,0.000132821,1,
108,L_HEAR2S_6W,L,HEAR,2,W,S,6,0.000123069,1,
144,L_LIDE2S_6W,L,LIDE,2,W,S,6,0.000122604,1,
320,L_RHCA2S_2W,L,RHCA,2,W,S,2,0.000116567,1,
214,L_QUCH2S_4W,L,QUCH,2,W,S,4,0.000114709,1,
347,L_TODI1S_5W,L,TODI,1,W,S,5,0.000107743,1,
200,L_QUCH1S_2W,L,QUCH,1,W,S,2,0.000103564,1,
355,L_TODI2S_1W,L,TODI,2,W,S,1,0.000103099,1,
357,L_TODI2S_3W,L,TODI,2,W,S,3,9.94E-05,1,
286,L_QUPA2S_4W,L,QUPA,2,W,S,4,9.43E-05,1,
198,L_QUCH1S_6T,L,QUCH,1,T,S,6,9.10E-05,1,
416,L_VAOV1S_2W,L,VAOV,1,W,S,2,9.10E-05,1,
360,L_TODI2S_6W,L,TODI,2,W,S,6,8.27E-05,1,
195,L_QUCH1S_3T,L,QUCH,1,T,S,3,8.03E-05,1,
217,L_QUCH3S_1T,L,QUCH,3,T,S,1,7.71E-05,1,
420,L_VAOV1S_6W,L,VAOV,1,W,S,6,7.43E-05,1,
129,L_LIDE1S_3W,L,LIDE,1,W,S,3,7.38E-05,1,
213,L_QUCH2S_3W,L,QUCH,2,W,S,3,7.20E-05,1,
348,L_TODI1S_6W,L,TODI,1,W,S,6,7.15E-05,1,
227,L_QUCH3S_5W,L,QUCH,3,W,S,5,7.11E-05,1,
91,L_HEAR1S_1W,L,HEAR,1,W,S,1,6.78E-05,1,
132,L_LIDE1S_6W,L,LIDE,1,W,S,6,6.78E-05,1,
208,L_QUCH2S_4T,L,QUCH,2,T,S,4,6.69E-05,1,
367,L_TODI3S_1W,L,TODI,3,W,S,1,6.36E-05,1,
201,L_QUCH1S_3W,L,QUCH,1,W,S,3,6.32E-05,1,
95,L_HEAR1S_5W,L,HEAR,1,W,S,5,6.18E-05,1,
371,L_TODI3S_5W,L,TODI,3,W,S,5,6.13E-05,1,only 1 leaf disc here = sporangia
288,L_QUPA2S_6W,L,QUPA,2,W,S,6,5.76E-05,1,
57,L_ARME2S_3W,L,ARME,2,W,S,3,5.53E-05,1,
96,L_HEAR1S_6W,L,HEAR,1,W,S,6,5.39E-05,1,
116,L_HEAR3S_2W,L,HEAR,3,W,S,2,5.25E-05,1,
143,L_LIDE2S_5W,L,LIDE,2,W,S,5,4.97E-05,1,consider second look
47,L_ARME1S_5W,L,ARME,1,W,S,5,4.83E-05,1,
203,L_QUCH1S_5W,L,QUCH,1,W,S,5,4.69E-05,1,
12,L_ACMA1S_6W,L,ACMA,1,W,S,6,4.37E-05,1,
359,L_TODI2S_5W,L,TODI,2,W,S,5,4.18E-05,1,
58,L_ARME2S_4W,L,ARME,2,W,S,4,3.76E-05,1,
249,L_QUKE2S_3W,L,QUKE,2,W,S,3,3.76E-05,1,
11,L_ACMA1S_5W,L,ACMA,1,W,S,5,3.67E-05,1,
211,L_QUCH2S_1W,L,QUCH,2,W,S,1,3.58E-05,1,
115,L_HEAR3S_1W,L,HEAR,3,W,S,1,3.30E-05,1,
207,L_QUCH2S_3T,L,QUCH,2,T,S,3,2.97E-05,1,
251,L_QUKE2S_5W,L,QUKE,2,W,S,5,2.97E-05,1,
8,L_ACMA1S_2W,L,ACMA,1,W,S,2,2.74E-05,1,
221,L_QUCH3S_5T,L,QUCH,3,T,S,5,2.55E-05,1,
212,L_QUCH2S_2W,L,QUCH,2,W,S,2,2.55E-05,1,
358,L_TODI2S_4W,L,TODI,2,W,S,4,2.55E-05,1,
237,L_QUKE1S_3W,L,QUKE,1,W,S,3,2.04E-05,1,
9,L_ACMA1S_3W,L,ACMA,1,W,S,3,1.95E-05,1,
326,L_RHCA3S_2T,L,RHCA,3,T,S,2,1.95E-05,1,
60,L_ARME2S_6W,L,ARME,2,W,S,6,1.86E-05,1,
202,L_QUCH1S_4W,L,QUCH,1,W,S,4,1.81E-05,1,
48,L_ARME1S_6W,L,ARME,1,W,S,6,1.76E-05,1,
43,L_ARME1S_1W,L,ARME,1,W,S,1,1.72E-05,1,
55,L_ARME2S_1W,L,ARME,2,W,S,1,1.67E-05,1,
56,L_ARME2S_2W,L,ARME,2,W,S,2,1.30E-05,1,
418,L_VAOV1S_4W,L,VAOV,1,W,S,4,1.11E-05,1,
59,L_ARME2S_5W,L,ARME,2,W,S,5,5.57E-06,1,
7,L_ACMA1S_1W,L,ACMA,1,W,S,1,4.64E-06,1,
19,L_ACMA2S_1W,L,ACMA,2,W,S,1,0,1,
31,L_ACMA3S_1W,L,ACMA,3,W,S,1,0,1,
20,L_ACMA2S_2W,L,ACMA,2,W,S,2,0,1,
32,L_ACMA3S_2W,L,ACMA,3,W,S,2,0,1,
21,L_ACMA2S_3W,L,ACMA,2,W,S,3,0,1,
33,L_ACMA3S_3W,L,ACMA,3,W,S,3,0,1,
10,L_ACMA1S_4W,L,ACMA,1,W,S,4,0,1,
22,L_ACMA2S_4W,L,ACMA,2,W,S,4,0,1,
34,L_ACMA3S_4W,L,ACMA,3,W,S,4,0,1,
23,L_ACMA2S_5W,L,ACMA,2,W,S,5,0,1,
35,L_ACMA3S_5W,L,ACMA,3,W,S,5,0,1,
24,L_ACMA2S_6W,L,ACMA,2,W,S,6,0,1,
36,L_ACMA3S_6W,L,ACMA,3,W,S,6,0,1,
45,L_ARME1S_3W,L,ARME,1,W,S,3,0,1,
46,L_ARME1S_4W,L,ARME,1,W,S,4,0,1,
73,L_CEOL1S_1T,L,CEOL,1,T,S,1,0,1,appears to have no lesions whatsoever (T+W) NA?
74,L_CEOL1S_2T,L,CEOL,1,T,S,2,0,1,
75,L_CEOL1S_3T,L,CEOL,1,T,S,3,0,1,
76,L_CEOL1S_4T,L,CEOL,1,T,S,4,0,1,
77,L_CEOL1S_5T,L,CEOL,1,T,S,5,0,1,
78,L_CEOL1S_6T,L,CEOL,1,T,S,6,0,1,
79,L_CEOL1S_1W,L,CEOL,1,W,S,1,0,1,
80,L_CEOL1S_2W,L,CEOL,1,W,S,2,0,1,
81,L_CEOL1S_3W,L,CEOL,1,W,S,3,0,1,
82,L_CEOL1S_4W,L,CEOL,1,W,S,4,0,1,
83,L_CEOL1S_5W,L,CEOL,1,W,S,5,0,1,
84,L_CEOL1S_6W,L,CEOL,1,W,S,6,0,1,
103,L_HEAR2S_1W,L,HEAR,2,W,S,1,0,1,
92,L_HEAR1S_2W,L,HEAR,1,W,S,2,0,1,
104,L_HEAR2S_2W,L,HEAR,2,W,S,2,0,1,
105,L_HEAR2S_3W,L,HEAR,2,W,S,3,0,1,
117,L_HEAR3S_3W,L,HEAR,3,W,S,3,0,1,
106,L_HEAR2S_4W,L,HEAR,2,W,S,4,0,1,
107,L_HEAR2S_5W,L,HEAR,2,W,S,5,0,1,
120,L_HEAR3S_6W,L,HEAR,3,W,S,6,0,1,
127,L_LIDE1S_1W,L,LIDE,1,W,S,1,0,1,
139,L_LIDE2S_1W,L,LIDE,2,W,S,1,0,1,
151,L_LIDE3S_1W,L,LIDE,3,W,S,1,0,1,
128,L_LIDE1S_2W,L,LIDE,1,W,S,2,0,1,
140,L_LIDE2S_2W,L,LIDE,2,W,S,2,0,1,
152,L_LIDE3S_2W,L,LIDE,3,W,S,2,0,1,
141,L_LIDE2S_3W,L,LIDE,2,W,S,3,0,1,
153,L_LIDE3S_3W,L,LIDE,3,W,S,3,0,1,
130,L_LIDE1S_4W,L,LIDE,1,W,S,4,0,1,
142,L_LIDE2S_4W,L,LIDE,2,W,S,4,0,1,
154,L_LIDE3S_4W,L,LIDE,3,W,S,4,0,1,
131,L_LIDE1S_5W,L,LIDE,1,W,S,5,0,1,
155,L_LIDE3S_5W,L,LIDE,3,W,S,5,0,1,
156,L_LIDE3S_6W,L,LIDE,3,W,S,6,0,1,
157,L_QUAG1S_1T,L,QUAG,1,T,S,1,0,1,clearly no lesions for all T
158,L_QUAG1S_2T,L,QUAG,1,T,S,2,0,1,
182,L_QUAG3S_2T,L,QUAG,3,T,S,2,0,1,
159,L_QUAG1S_3T,L,QUAG,1,T,S,3,0,1,
160,L_QUAG1S_4T,L,QUAG,1,T,S,4,0,1,
161,L_QUAG1S_5T,L,QUAG,1,T,S,5,0,1,
162,L_QUAG1S_6T,L,QUAG,1,T,S,6,0,1,
186,L_QUAG3S_6T,L,QUAG,3,T,S,6,0,1,
163,L_QUAG1S_1W,L,QUAG,1,W,S,1,0,1,
175,L_QUAG2S_1W,L,QUAG,2,W,S,1,0,1,
187,L_QUAG3S_1W,L,QUAG,3,W,S,1,0,1,
164,L_QUAG1S_2W,L,QUAG,1,W,S,2,0,1,
188,L_QUAG3S_2W,L,QUAG,3,W,S,2,0,1,
165,L_QUAG1S_3W,L,QUAG,1,W,S,3,0,1,
177,L_QUAG2S_3W,L,QUAG,2,W,S,3,0,1,
189,L_QUAG3S_3W,L,QUAG,3,W,S,3,0,1,
166,L_QUAG1S_4W,L,QUAG,1,W,S,4,0,1,
178,L_QUAG2S_4W,L,QUAG,2,W,S,4,0,1,
190,L_QUAG3S_4W,L,QUAG,3,W,S,4,0,1,
167,L_QUAG1S_5W,L,QUAG,1,W,S,5,0,1,
191,L_QUAG3S_5W,L,QUAG,3,W,S,5,0,1,
168,L_QUAG1S_6W,L,QUAG,1,W,S,6,0,1,
192,L_QUAG3S_6W,L,QUAG,3,W,S,6,0,1,
194,L_QUCH1S_2T,L,QUCH,1,T,S,2,0,1,
218,L_QUCH3S_2T,L,QUCH,3,T,S,2,0,1,
196,L_QUCH1S_4T,L,QUCH,1,T,S,4,0,1,
220,L_QUCH3S_4T,L,QUCH,3,T,S,4,0,1,
222,L_QUCH3S_6T,L,QUCH,3,T,S,6,0,1,
223,L_QUCH3S_1W,L,QUCH,3,W,S,1,0,1,
224,L_QUCH3S_2W,L,QUCH,3,W,S,2,0,1,
225,L_QUCH3S_3W,L,QUCH,3,W,S,3,0,1,
226,L_QUCH3S_4W,L,QUCH,3,W,S,4,0,1,
215,L_QUCH2S_5W,L,QUCH,2,W,S,5,0,1,
216,L_QUCH2S_6W,L,QUCH,2,W,S,6,0,1,
228,L_QUCH3S_6W,L,QUCH,3,W,S,6,0,1,
247,L_QUKE2S_1W,L,QUKE,2,W,S,1,0,1,
259,L_QUKE3S_1W,L,QUKE,3,W,S,1,0,1,
236,L_QUKE1S_2W,L,QUKE,1,W,S,2,0,1,
248,L_QUKE2S_2W,L,QUKE,2,W,S,2,0,1,
261,L_QUKE3S_3W,L,QUKE,3,W,S,3,0,1,
238,L_QUKE1S_4W,L,QUKE,1,W,S,4,0,1,
250,L_QUKE2S_4W,L,QUKE,2,W,S,4,0,1,
262,L_QUKE3S_4W,L,QUKE,3,W,S,4,0,1,
239,L_QUKE1S_5W,L,QUKE,1,W,S,5,0,1,
263,L_QUKE3S_5W,L,QUKE,3,W,S,5,0,1,
240,L_QUKE1S_6W,L,QUKE,1,W,S,6,0,1,
264,L_QUKE3S_6W,L,QUKE,3,W,S,6,0,1,
270,L_QUPA1S_6T,L,QUPA,1,T,S,6,0,1,
271,L_QUPA1S_1W,L,QUPA,1,W,S,1,0,1,
283,L_QUPA2S_1W,L,QUPA,2,W,S,1,0,1,
272,L_QUPA1S_2W,L,QUPA,1,W,S,2,0,1,
284,L_QUPA2S_2W,L,QUPA,2,W,S,2,0,1,
273,L_QUPA1S_3W,L,QUPA,1,W,S,3,0,1,
285,L_QUPA2S_3W,L,QUPA,2,W,S,3,0,1,
274,L_QUPA1S_4W,L,QUPA,1,W,S,4,0,1,
275,L_QUPA1S_5W,L,QUPA,1,W,S,5,0,1,
276,L_QUPA1S_6W,L,QUPA,1,W,S,6,0,1,
331,L_RHCA3S_1W,L,RHCA,3,W,S,1,0,1,
332,L_RHCA3S_2W,L,RHCA,3,W,S,2,0,1,
333,L_RHCA3S_3W,L,RHCA,3,W,S,3,0,1,
334,L_RHCA3S_4W,L,RHCA,3,W,S,4,0,1,
335,L_RHCA3S_5W,L,RHCA,3,W,S,5,0,1,
336,L_RHCA3S_6W,L,RHCA,3,W,S,6,0,1,
343,L_TODI1S_1W,L,TODI,1,W,S,1,0,1,
369,L_TODI3S_3W,L,TODI,3,W,S,3,0,1,
346,L_TODI1S_4W,L,TODI,1,W,S,4,0,1,
379,L_UMCA1S_1W,L,UMCA,1,W,S,1,0,1,
391,L_UMCA2S_1W,L,UMCA,2,W,S,1,0,1,
403,L_UMCA3S_1W,L,UMCA,3,W,S,1,0,1,
380,L_UMCA1S_2W,L,UMCA,1,W,S,2,0,1,
392,L_UMCA2S_2W,L,UMCA,2,W,S,2,0,1,
404,L_UMCA3S_2W,L,UMCA,3,W,S,2,0,1,
381,L_UMCA1S_3W,L,UMCA,1,W,S,3,0,1,
393,L_UMCA2S_3W,L,UMCA,2,W,S,3,0,1,
405,L_UMCA3S_3W,L,UMCA,3,W,S,3,0,1,
382,L_UMCA1S_4W,L,UMCA,1,W,S,4,0,1,
394,L_UMCA2S_4W,L,UMCA,2,W,S,4,0,1,
406,L_UMCA3S_4W,L,UMCA,3,W,S,4,0,1,
383,L_UMCA1S_5W,L,UMCA,1,W,S,5,0,1,
395,L_UMCA2S_5W,L,UMCA,2,W,S,5,0,1,
407,L_UMCA3S_5W,L,UMCA,3,W,S,5,0,1,
384,L_UMCA1S_6W,L,UMCA,1,W,S,6,0,1,
396,L_UMCA2S_6W,L,UMCA,2,W,S,6,0,1,
408,L_UMCA3S_6W,L,UMCA,3,W,S,6,0,1,
417,L_VAOV1S_3W,L,VAOV,1,W,S,3,0,1,
432,L_VAOV2S_6W,L,VAOV,2,W,S,6,0,1,
565,D_LIDE1S_1T,D,LIDE,1,T,S,1,NA,0,Count the same leaf disc for sporangia & chlamydo?
566,D_LIDE1S_2T,D,LIDE,1,T,S,2,NA,0,
567,D_LIDE1S_3T,D,LIDE,1,T,S,3,NA,0,
568,D_LIDE1S_4T,D,LIDE,1,T,S,4,NA,0,
569,D_LIDE1S_5T,D,LIDE,1,T,S,5,NA,0,
570,D_LIDE1S_6T,D,LIDE,1,T,S,6,NA,0,
571,D_LIDE1S_1W,D,LIDE,1,W,S,1,NA,0,
572,D_LIDE1S_2W,D,LIDE,1,W,S,2,NA,0,
573,D_LIDE1S_3W,D,LIDE,1,W,S,3,NA,0,
574,D_LIDE1S_4W,D,LIDE,1,W,S,4,NA,0,
575,D_LIDE1S_5W,D,LIDE,1,W,S,5,NA,0,
576,D_LIDE1S_6W,D,LIDE,1,W,S,6,NA,0,
517,D_PIPO1S_1T,D,PIPO,1,T,S,1,NA,0,
529,D_PIPO2S_1T,D,PIPO,2,T,S,1,NA,0,
541,D_PIPO3S_1T,D,PIPO,3,T,S,1,NA,0,
518,D_PIPO1S_2T,D,PIPO,1,T,S,2,NA,0,
530,D_PIPO2S_2T,D,PIPO,2,T,S,2,NA,0,
542,D_PIPO3S_2T,D,PIPO,3,T,S,2,NA,0,
519,D_PIPO1S_3T,D,PIPO,1,T,S,3,NA,0,
531,D_PIPO2S_3T,D,PIPO,2,T,S,3,NA,0,
543,D_PIPO3S_3T,D,PIPO,3,T,S,3,NA,0,
520,D_PIPO1S_4T,D,PIPO,1,T,S,4,NA,0,
532,D_PIPO2S_4T,D,PIPO,2,T,S,4,NA,0,
544,D_PIPO3S_4T,D,PIPO,3,T,S,4,NA,0,
521,D_PIPO1S_5T,D,PIPO,1,T,S,5,NA,0,
533,D_PIPO2S_5T,D,PIPO,2,T,S,5,NA,0,
545,D_PIPO3S_5T,D,PIPO,3,T,S,5,NA,0,
522,D_PIPO1S_6T,D,PIPO,1,T,S,6,NA,0,
534,D_PIPO2S_6T,D,PIPO,2,T,S,6,NA,0,
546,D_PIPO3S_6T,D,PIPO,3,T,S,6,NA,0,
523,D_PIPO1S_1W,D,PIPO,1,W,S,1,NA,0,
535,D_PIPO2S_1W,D,PIPO,2,W,S,1,NA,0,
547,D_PIPO3S_1W,D,PIPO,3,W,S,1,NA,0,
524,D_PIPO1S_2W,D,PIPO,1,W,S,2,NA,0,
536,D_PIPO2S_2W,D,PIPO,2,W,S,2,NA,0,
548,D_PIPO3S_2W,D,PIPO,3,W,S,2,NA,0,
525,D_PIPO1S_3W,D,PIPO,1,W,S,3,NA,0,
537,D_PIPO2S_3W,D,PIPO,2,W,S,3,NA,0,
549,D_PIPO3S_3W,D,PIPO,3,W,S,3,NA,0,
526,D_PIPO1S_4W,D,PIPO,1,W,S,4,NA,0,
538,D_PIPO2S_4W,D,PIPO,2,W,S,4,NA,0,
550,D_PIPO3S_4W,D,PIPO,3,W,S,4,NA,0,
527,D_PIPO1S_5W,D,PIPO,1,W,S,5,NA,0,
539,D_PIPO2S_5W,D,PIPO,2,W,S,5,NA,0,
551,D_PIPO3S_5W,D,PIPO,3,W,S,5,NA,0,
528,D_PIPO1S_6W,D,PIPO,1,W,S,6,NA,0,
540,D_PIPO2S_6W,D,PIPO,2,W,S,6,NA,0,
552,D_PIPO3S_6W,D,PIPO,3,W,S,6,NA,0,
481,D_PSME1S_1T,D,PSME,1,T,S,1,NA,0,
493,D_PSME2S_1T,D,PSME,2,T,S,1,NA,0,
505,D_PSME3S_1T,D,PSME,3,T,S,1,NA,0,
482,D_PSME1S_2T,D,PSME,1,T,S,2,NA,0,
494,D_PSME2S_2T,D,PSME,2,T,S,2,NA,0,
506,D_PSME3S_2T,D,PSME,3,T,S,2,NA,0,
483,D_PSME1S_3T,D,PSME,1,T,S,3,NA,0,
495,D_PSME2S_3T,D,PSME,2,T,S,3,NA,0,
507,D_PSME3S_3T,D,PSME,3,T,S,3,NA,0,
484,D_PSME1S_4T,D,PSME,1,T,S,4,NA,0,
496,D_PSME2S_4T,D,PSME,2,T,S,4,NA,0,
508,D_PSME3S_4T,D,PSME,3,T,S,4,NA,0,
485,D_PSME1S_5T,D,PSME,1,T,S,5,NA,0,
497,D_PSME2S_5T,D,PSME,2,T,S,5,NA,0,
509,D_PSME3S_5T,D,PSME,3,T,S,5,NA,0,
486,D_PSME1S_6T,D,PSME,1,T,S,6,NA,0,
498,D_PSME2S_6T,D,PSME,2,T,S,6,NA,0,
510,D_PSME3S_6T,D,PSME,3,T,S,6,NA,0,
487,D_PSME1S_1W,D,PSME,1,W,S,1,NA,0,
499,D_PSME2S_1W,D,PSME,2,W,S,1,NA,0,
511,D_PSME3S_1W,D,PSME,3,W,S,1,NA,0,
488,D_PSME1S_2W,D,PSME,1,W,S,2,NA,0,
500,D_PSME2S_2W,D,PSME,2,W,S,2,NA,0,
512,D_PSME3S_2W,D,PSME,3,W,S,2,NA,0,
489,D_PSME1S_3W,D,PSME,1,W,S,3,NA,0,
501,D_PSME2S_3W,D,PSME,2,W,S,3,NA,0,
513,D_PSME3S_3W,D,PSME,3,W,S,3,NA,0,
490,D_PSME1S_4W,D,PSME,1,W,S,4,NA,0,
502,D_PSME2S_4W,D,PSME,2,W,S,4,NA,0,
514,D_PSME3S_4W,D,PSME,3,W,S,4,NA,0,
491,D_PSME1S_5W,D,PSME,1,W,S,5,NA,0,
503,D_PSME2S_5W,D,PSME,2,W,S,5,NA,0,
515,D_PSME3S_5W,D,PSME,3,W,S,5,NA,0,
492,D_PSME1S_6W,D,PSME,1,W,S,6,NA,0,
504,D_PSME2S_6W,D,PSME,2,W,S,6,NA,0,
516,D_PSME3S_6W,D,PSME,3,W,S,6,NA,0,
445,D_SESE1S_1T,D,SESE,1,T,S,1,NA,0,"which ones are chlamydo & which ones are sporgangia for each replicate? (i.e. if there are 6 individuals for each replicate, how would you process it?"
457,D_SESE2S_1T,D,SESE,2,T,S,1,NA,0,
469,D_SESE3S_1T,D,SESE,3,T,S,1,NA,0,
446,D_SESE1S_2T,D,SESE,1,T,S,2,NA,0,
458,D_SESE2S_2T,D,SESE,2,T,S,2,NA,0,
470,D_SESE3S_2T,D,SESE,3,T,S,2,NA,0,
447,D_SESE1S_3T,D,SESE,1,T,S,3,NA,0,
459,D_SESE2S_3T,D,SESE,2,T,S,3,NA,0,
471,D_SESE3S_3T,D,SESE,3,T,S,3,NA,0,
448,D_SESE1S_4T,D,SESE,1,T,S,4,NA,0,
460,D_SESE2S_4T,D,SESE,2,T,S,4,NA,0,
472,D_SESE3S_4T,D,SESE,3,T,S,4,NA,0,
449,D_SESE1S_5T,D,SESE,1,T,S,5,NA,0,
461,D_SESE2S_5T,D,SESE,2,T,S,5,NA,0,
473,D_SESE3S_5T,D,SESE,3,T,S,5,NA,0,
450,D_SESE1S_6T,D,SESE,1,T,S,6,NA,0,
462,D_SESE2S_6T,D,SESE,2,T,S,6,NA,0,
474,D_SESE3S_6T,D,SESE,3,T,S,6,NA,0,
451,D_SESE1S_1W,D,SESE,1,W,S,1,NA,0,
463,D_SESE2S_1W,D,SESE,2,W,S,1,NA,0,
475,D_SESE3S_1W,D,SESE,3,W,S,1,NA,0,
452,D_SESE1S_2W,D,SESE,1,W,S,2,NA,0,
464,D_SESE2S_2W,D,SESE,2,W,S,2,NA,0,
476,D_SESE3S_2W,D,SESE,3,W,S,2,NA,0,
453,D_SESE1S_3W,D,SESE,1,W,S,3,NA,0,
465,D_SESE2S_3W,D,SESE,2,W,S,3,NA,0,
477,D_SESE3S_3W,D,SESE,3,W,S,3,NA,0,
454,D_SESE1S_4W,D,SESE,1,W,S,4,NA,0,
466,D_SESE2S_4W,D,SESE,2,W,S,4,NA,0,
478,D_SESE3S_4W,D,SESE,3,W,S,4,NA,0,
455,D_SESE1S_5W,D,SESE,1,W,S,5,NA,0,
467,D_SESE2S_5W,D,SESE,2,W,S,5,NA,0,
479,D_SESE3S_5W,D,SESE,3,W,S,5,NA,0,
456,D_SESE1S_6W,D,SESE,1,W,S,6,NA,0,
468,D_SESE2S_6W,D,SESE,2,W,S,6,NA,0,
480,D_SESE3S_6W,D,SESE,3,W,S,6,NA,0,
553,D_UMCA1S_1T,D,UMCA,1,T,S,1,NA,0,
554,D_UMCA1S_2T,D,UMCA,1,T,S,2,NA,0,
555,D_UMCA1S_3T,D,UMCA,1,T,S,3,NA,0,
556,D_UMCA1S_4T,D,UMCA,1,T,S,4,NA,1,
