No,code,assay,species,ind,trt,spore,leaf,rep,tubes,notes
630,L_ARME2C_6T,L,ARME,2,T,C,6,6,2 ml,
631,L_ARME2C_1W,L,ARME,2,W,C,1,1,2 ml,
632,L_ARME2C_2W,L,ARME,2,W,C,2,2,2 ml,
633,L_ARME2C_3W,L,ARME,2,W,C,3,3,2 ml,
634,L_ARME2C_4W,L,ARME,2,W,C,4,4,2 ml,
635,L_ARME2C_5W,L,ARME,2,W,C,5,5,2 ml,
636,L_ARME2C_6W,L,ARME,2,W,C,6,6,2 ml,
637,L_ARME3C_1T,L,ARME,3,T,C,1,1,2 ml,
638,L_ARME3C_2T,L,ARME,3,T,C,2,2,2 ml,
639,L_ARME3C_3T,L,ARME,3,T,C,3,3,2 ml,"ARME3-T1+T4 had drops fall off. T1 has lesions on side, T4 none."
640,L_ARME3C_4T,L,ARME,3,T,C,4,4,2 ml,
641,L_ARME3C_5T,L,ARME,3,T,C,5,5,2 ml,
642,L_ARME3C_6T,L,ARME,3,T,C,6,6,2 ml,
643,L_ARME3C_1W,L,ARME,3,W,C,1,1,2 ml,
644,L_ARME3C_2W,L,ARME,3,W,C,2,2,2 ml,
645,L_ARME3C_3W,L,ARME,3,W,C,3,3,2 ml,
646,L_ARME3C_4W,L,ARME,3,W,C,4,4,2 ml,
647,L_ARME3C_5W,L,ARME,3,W,C,5,5,2 ml,
648,L_ARME3C_6W,L,ARME,3,W,C,6,6,2 ml,
649,L_CEOL1C_1T,L,CEOL,1,T,C,13,1,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
650,L_CEOL1C_2T,L,CEOL,1,T,C,14,2,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
651,L_CEOL1C_3T,L,CEOL,1,T,C,15,3,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
652,L_CEOL1C_4T,L,CEOL,1,T,C,16,4,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
653,L_CEOL1C_5T,L,CEOL,1,T,C,17,5,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
654,L_CEOL1C_6T,L,CEOL,1,T,C,18,6,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
655,L_CEOL1C_1W,L,CEOL,1,W,C,19,1,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
656,L_CEOL1C_2W,L,CEOL,1,W,C,20,2,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
657,L_CEOL1C_3W,L,CEOL,1,W,C,21,3,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
658,L_CEOL1C_4W,L,CEOL,1,W,C,22,4,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
659,L_CEOL1C_5W,L,CEOL,1,W,C,23,5,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
660,L_CEOL1C_6W,L,CEOL,1,W,C,24,6,2 ml,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
661,L_HEAR1C_1T,L,HEAR,1,T,C,1,1,2 ml,
662,L_HEAR1C_2T,L,HEAR,1,T,C,2,2,2 ml,
663,L_HEAR1C_3T,L,HEAR,1,T,C,3,3,2 ml,
664,L_HEAR1C_4T,L,HEAR,1,T,C,4,4,2 ml,
665,L_HEAR1C_5T,L,HEAR,1,T,C,5,5,2 ml,
666,L_HEAR1C_6T,L,HEAR,1,T,C,6,6,2 ml,
667,L_HEAR1C_1W,L,HEAR,1,W,C,1,1,2 ml,
668,L_HEAR1C_2W,L,HEAR,1,W,C,2,2,2 ml,
669,L_HEAR1C_3W,L,HEAR,1,W,C,3,3,2 ml,
670,L_HEAR1C_4W,L,HEAR,1,W,C,4,4,2 ml,
671,L_HEAR1C_5W,L,HEAR,1,W,C,5,5,2 ml,
672,L_HEAR1C_6W,L,HEAR,1,W,C,6,6,2 ml,
673,L_HEAR2C_1T,L,HEAR,2,T,C,1,1,2 ml,
674,L_HEAR2C_2T,L,HEAR,2,T,C,2,2,2 ml,
675,L_HEAR2C_3T,L,HEAR,2,T,C,3,3,2 ml,
676,L_HEAR2C_4T,L,HEAR,2,T,C,4,4,2 ml,
677,L_HEAR2C_5T,L,HEAR,2,T,C,5,5,2 ml,
678,L_HEAR2C_6T,L,HEAR,2,T,C,6,6,2 ml,
679,L_HEAR2C_1W,L,HEAR,2,W,C,1,1,2 ml,
680,L_HEAR2C_2W,L,HEAR,2,W,C,2,2,2 ml,
681,L_HEAR2C_3W,L,HEAR,2,W,C,3,3,2 ml,
682,L_HEAR2C_4W,L,HEAR,2,W,C,4,4,2 ml,
683,L_HEAR2C_5W,L,HEAR,2,W,C,5,5,2 ml,
684,L_HEAR2C_6W,L,HEAR,2,W,C,6,6,2 ml,
685,L_HEAR3C_1T,L,HEAR,3,T,C,1,1,2 ml,
686,L_HEAR3C_2T,L,HEAR,3,T,C,2,2,2 ml,
687,L_HEAR3C_3T,L,HEAR,3,T,C,3,3,2 ml,
688,L_HEAR3C_4T,L,HEAR,3,T,C,4,4,2 ml,
689,L_HEAR3C_5T,L,HEAR,3,T,C,5,5,2 ml,
690,L_HEAR3C_6T,L,HEAR,3,T,C,6,6,2 ml,
691,L_HEAR3C_1W,L,HEAR,3,W,C,1,1,2 ml,
692,L_HEAR3C_2W,L,HEAR,3,W,C,2,2,2 ml,
693,L_HEAR3C_3W,L,HEAR,3,W,C,3,3,2 ml,
694,L_HEAR3C_4W,L,HEAR,3,W,C,4,4,2 ml,
695,L_HEAR3C_5W,L,HEAR,3,W,C,5,5,2 ml,
696,L_HEAR3C_6W,L,HEAR,3,W,C,6,6,2 ml,
697,L_LIDE1C_1T,L,LIDE,1,T,C,1,1,2 ml,
698,L_LIDE1C_2T,L,LIDE,1,T,C,2,2,2 ml,
699,L_LIDE1C_3T,L,LIDE,1,T,C,3,3,2 ml,
700,L_LIDE1C_4T,L,LIDE,1,T,C,4,4,2 ml,
701,L_LIDE1C_5T,L,LIDE,1,T,C,5,5,2 ml,
702,L_LIDE1C_6T,L,LIDE,1,T,C,6,6,2 ml,
703,L_LIDE1C_1W,L,LIDE,1,W,C,1,1,2 ml,
704,L_LIDE1C_2W,L,LIDE,1,W,C,2,2,2 ml,
705,L_LIDE1C_3W,L,LIDE,1,W,C,3,3,2 ml,
706,L_LIDE1C_4W,L,LIDE,1,W,C,4,4,2 ml,
707,L_LIDE1C_5W,L,LIDE,1,W,C,5,5,2 ml,
708,L_LIDE1C_6W,L,LIDE,1,W,C,6,6,2 ml,
709,L_LIDE2C_1T,L,LIDE,2,T,C,1,1,2 ml,
710,L_LIDE2C_2T,L,LIDE,2,T,C,2,2,2 ml,
711,L_LIDE2C_3T,L,LIDE,2,T,C,3,3,2 ml,
712,L_LIDE2C_4T,L,LIDE,2,T,C,4,4,2 ml,
713,L_LIDE2C_5T,L,LIDE,2,T,C,5,5,2 ml,
714,L_LIDE2C_6T,L,LIDE,2,T,C,6,6,2 ml,
715,L_LIDE2C_1W,L,LIDE,2,W,C,1,1,2 ml,
716,L_LIDE2C_2W,L,LIDE,2,W,C,2,2,2 ml,
717,L_LIDE2C_3W,L,LIDE,2,W,C,3,3,2 ml,
718,L_LIDE2C_4W,L,LIDE,2,W,C,4,4,2 ml,
719,L_LIDE2C_5W,L,LIDE,2,W,C,5,5,2 ml,
720,L_LIDE2C_6W,L,LIDE,2,W,C,6,6,2 ml,
721,L_LIDE3C_1T,L,LIDE,3,T,C,1,1,2 ml,
722,L_LIDE3C_2T,L,LIDE,3,T,C,2,2,2 ml,
723,L_LIDE3C_3T,L,LIDE,3,T,C,3,3,2 ml,
724,L_LIDE3C_4T,L,LIDE,3,T,C,4,4,2 ml,
725,L_LIDE3C_5T,L,LIDE,3,T,C,5,5,2 ml,
726,L_LIDE3C_6T,L,LIDE,3,T,C,6,6,2 ml,
727,L_LIDE3C_1W,L,LIDE,3,W,C,1,1,2 ml,
728,L_LIDE3C_2W,L,LIDE,3,W,C,2,2,2 ml,
729,L_LIDE3C_3W,L,LIDE,3,W,C,3,3,2 ml,
730,L_LIDE3C_4W,L,LIDE,3,W,C,4,4,2 ml,
731,L_LIDE3C_5W,L,LIDE,3,W,C,5,5,2 ml,
732,L_LIDE3C_6W,L,LIDE,3,W,C,6,6,2 ml,
733,L_QUAG1C_1T,L,QUAG,1,T,C,1,1,2 ml,
734,L_QUAG1C_2T,L,QUAG,1,T,C,2,2,2 ml,
735,L_QUAG1C_3T,L,QUAG,1,T,C,3,3,2 ml,
736,L_QUAG1C_4T,L,QUAG,1,T,C,4,4,2 ml,
737,L_QUAG1C_5T,L,QUAG,1,T,C,5,5,2 ml,
738,L_QUAG1C_6T,L,QUAG,1,T,C,6,6,2 ml,
739,L_QUAG1C_1W,L,QUAG,1,W,C,1,1,2 ml,
740,L_QUAG1C_2W,L,QUAG,1,W,C,2,2,2 ml,
741,L_QUAG1C_3W,L,QUAG,1,W,C,3,3,2 ml,
742,L_QUAG1C_4W,L,QUAG,1,W,C,4,4,2 ml,
743,L_QUAG1C_5W,L,QUAG,1,W,C,5,5,2 ml,
744,L_QUAG1C_6W,L,QUAG,1,W,C,6,6,2 ml,
745,L_QUAG2C_1T,L,QUAG,2,T,C,1,1,2 ml,
746,L_QUAG2C_2T,L,QUAG,2,T,C,2,2,2 ml,
747,L_QUAG2C_3T,L,QUAG,2,T,C,3,3,2 ml,
748,L_QUAG2C_4T,L,QUAG,2,T,C,4,4,2 ml,
749,L_QUAG2C_5T,L,QUAG,2,T,C,5,5,2 ml,
750,L_QUAG2C_6T,L,QUAG,2,T,C,6,6,2 ml,
751,L_QUAG2C_1W,L,QUAG,2,W,C,1,1,2 ml,
752,L_QUAG2C_2W,L,QUAG,2,W,C,2,2,2 ml,
753,L_QUAG2C_3W,L,QUAG,2,W,C,3,3,2 ml,
754,L_QUAG2C_4W,L,QUAG,2,W,C,4,4,2 ml,
755,L_QUAG2C_5W,L,QUAG,2,W,C,5,5,2 ml,
756,L_QUAG2C_6W,L,QUAG,2,W,C,6,6,2 ml,
757,L_QUAG3C_1T,L,QUAG,3,T,C,1,1,2 ml,
758,L_QUAG3C_2T,L,QUAG,3,T,C,2,2,2 ml,
759,L_QUAG3C_3T,L,QUAG,3,T,C,3,3,2 ml,
760,L_QUAG3C_4T,L,QUAG,3,T,C,4,4,2 ml,
761,L_QUAG3C_5T,L,QUAG,3,T,C,5,5,2 ml,
762,L_QUAG3C_6T,L,QUAG,3,T,C,6,6,2 ml,
763,L_QUAG3C_1W,L,QUAG,3,W,C,1,1,2 ml,
764,L_QUAG3C_2W,L,QUAG,3,W,C,2,2,2 ml,
765,L_QUAG3C_3W,L,QUAG,3,W,C,3,3,2 ml,
766,L_QUAG3C_4W,L,QUAG,3,W,C,4,4,2 ml,
767,L_QUAG3C_5W,L,QUAG,3,W,C,5,5,2 ml,
768,L_QUAG3C_6W,L,QUAG,3,W,C,6,6,2 ml,
769,L_QUCH1C_1T,L,QUCH,1,T,C,1,1,2 ml,
770,L_QUCH1C_2T,L,QUCH,1,T,C,2,2,2 ml,
771,L_QUCH1C_3T,L,QUCH,1,T,C,3,3,2 ml,
772,L_QUCH1C_4T,L,QUCH,1,T,C,4,4,2 ml,
773,L_QUCH1C_5T,L,QUCH,1,T,C,5,5,2 ml,
774,L_QUCH1C_6T,L,QUCH,1,T,C,6,6,2 ml,
775,L_QUCH1C_1W,L,QUCH,1,W,C,7,1,2 ml,
776,L_QUCH1C_2W,L,QUCH,1,W,C,8,2,2 ml,
777,L_QUCH1C_3W,L,QUCH,1,W,C,9,3,2 ml,
778,L_QUCH1C_4W,L,QUCH,1,W,C,10,4,2 ml,
779,L_QUCH1C_5W,L,QUCH,1,W,C,11,5,2 ml,
780,L_QUCH1C_6W,L,QUCH,1,W,C,12,6,2 ml,
781,L_QUCH2C_1T,L,QUCH,2,T,C,1,1,2 ml,
782,L_QUCH2C_2T,L,QUCH,2,T,C,2,2,2 ml,
783,L_QUCH2C_3T,L,QUCH,2,T,C,3,3,2 ml,
784,L_QUCH2C_4T,L,QUCH,2,T,C,4,4,2 ml,
785,L_QUCH2C_5T,L,QUCH,2,T,C,5,5,2 ml,
786,L_QUCH2C_6T,L,QUCH,2,T,C,6,6,2 ml,
787,L_QUCH2C_1W,L,QUCH,2,W,C,1,1,2 ml,
788,L_QUCH2C_2W,L,QUCH,2,W,C,2,2,2 ml,
789,L_QUCH2C_3W,L,QUCH,2,W,C,3,3,2 ml,
790,L_QUCH2C_4W,L,QUCH,2,W,C,4,4,2 ml,
791,L_QUCH2C_5W,L,QUCH,2,W,C,5,5,2 ml,
792,L_QUCH2C_6W,L,QUCH,2,W,C,6,6,2 ml,
793,L_QUCH3C_1T,L,QUCH,3,T,C,1,1,2 ml,
794,L_QUCH3C_2T,L,QUCH,3,T,C,2,2,2 ml,
795,L_QUCH3C_3T,L,QUCH,3,T,C,3,3,2 ml,
796,L_QUCH3C_4T,L,QUCH,3,T,C,4,4,2 ml,
797,L_QUCH3C_5T,L,QUCH,3,T,C,5,5,2 ml,
798,L_QUCH3C_6T,L,QUCH,3,T,C,6,6,2 ml,
799,L_QUCH3C_1W,L,QUCH,3,W,C,1,1,2 ml,
800,L_QUCH3C_2W,L,QUCH,3,W,C,2,2,2 ml,
801,L_QUCH3C_3W,L,QUCH,3,W,C,3,3,2 ml,
802,L_QUCH3C_4W,L,QUCH,3,W,C,4,4,2 ml,
803,L_QUCH3C_5W,L,QUCH,3,W,C,5,5,2 ml,
804,L_QUCH3C_6W,L,QUCH,3,W,C,6,6,2 ml,
805,L_QUKE1C_1T,L,QUKE,1,T,C,1,1,2 ml,
806,L_QUKE1C_2T,L,QUKE,1,T,C,2,2,2 ml,
807,L_QUKE1C_3T,L,QUKE,1,T,C,3,3,2 ml,
808,L_QUKE1C_4T,L,QUKE,1,T,C,4,4,2 ml,
809,L_QUKE1C_5T,L,QUKE,1,T,C,5,5,2 ml,
810,L_QUKE1C_6T,L,QUKE,1,T,C,6,6,2 ml,
811,L_QUKE1C_1W,L,QUKE,1,W,C,1,1,2 ml,
812,L_QUKE1C_2W,L,QUKE,1,W,C,2,2,2 ml,
813,L_QUKE1C_3W,L,QUKE,1,W,C,3,3,2 ml,
814,L_QUKE1C_4W,L,QUKE,1,W,C,4,4,2 ml,
815,L_QUKE1C_5W,L,QUKE,1,W,C,5,5,2 ml,
816,L_QUKE1C_6W,L,QUKE,1,W,C,6,6,2 ml,
817,L_QUKE2C_1T,L,QUKE,2,T,C,1,1,2 ml,
818,L_QUKE2C_2T,L,QUKE,2,T,C,2,2,2 ml,
819,L_QUKE2C_3T,L,QUKE,2,T,C,3,3,2 ml,
820,L_QUKE2C_4T,L,QUKE,2,T,C,4,4,2 ml,
821,L_QUKE2C_5T,L,QUKE,2,T,C,5,5,2 ml,
822,L_QUKE2C_6T,L,QUKE,2,T,C,6,6,2 ml,
823,L_QUKE2C_1W,L,QUKE,2,W,C,1,1,2 ml,
824,L_QUKE2C_2W,L,QUKE,2,W,C,2,2,2 ml,
825,L_QUKE2C_3W,L,QUKE,2,W,C,3,3,2 ml,
826,L_QUKE2C_4W,L,QUKE,2,W,C,4,4,2 ml,
827,L_QUKE2C_5W,L,QUKE,2,W,C,5,5,2 ml,
828,L_QUKE2C_6W,L,QUKE,2,W,C,6,6,2 ml,
829,L_QUKE3C_1T,L,QUKE,3,T,C,1,1,2 ml,
830,L_QUKE3C_2T,L,QUKE,3,T,C,2,2,2 ml,
831,L_QUKE3C_3T,L,QUKE,3,T,C,3,3,2 ml,
832,L_QUKE3C_4T,L,QUKE,3,T,C,4,4,2 ml,
833,L_QUKE3C_5T,L,QUKE,3,T,C,5,5,2 ml,
834,L_QUKE3C_6T,L,QUKE,3,T,C,6,6,2 ml,
835,L_QUKE3C_1W,L,QUKE,3,W,C,1,1,2 ml,
836,L_QUKE3C_2W,L,QUKE,3,W,C,2,2,2 ml,
837,L_QUKE3C_3W,L,QUKE,3,W,C,3,3,2 ml,
838,L_QUKE3C_4W,L,QUKE,3,W,C,4,4,2 ml,
839,L_QUKE3C_5W,L,QUKE,3,W,C,5,5,2 ml,
840,L_QUKE3C_6W,L,QUKE,3,W,C,6,6,2 ml,
841,L_QUPA1C_1T,L,QUPA,1,T,C,1,1,2 ml,4 discs cut per leaf. Pairs between S and C.
842,L_QUPA1C_2T,L,QUPA,1,T,C,2,2,2 ml,4 discs cut per leaf. Pairs between S and C.
843,L_QUPA1C_3T,L,QUPA,1,T,C,3,3,2 ml,4 discs cut per leaf. Pairs between S and C.
844,L_QUPA1C_4T,L,QUPA,1,T,C,4,4,2 ml,4 discs cut per leaf. Pairs between S and C.
845,L_QUPA1C_5T,L,QUPA,1,T,C,5,5,2 ml,4 discs cut per leaf. Pairs between S and C.
846,L_QUPA1C_6T,L,QUPA,1,T,C,6,6,2 ml,4 discs cut per leaf. Pairs between S and C.
847,L_QUPA1C_1W,L,QUPA,1,W,C,1,1,2 ml,4 discs cut per leaf. Pairs between S and C.
848,L_QUPA1C_2W,L,QUPA,1,W,C,2,2,2 ml,4 discs cut per leaf. Pairs between S and C.
849,L_QUPA1C_3W,L,QUPA,1,W,C,3,3,2 ml,4 discs cut per leaf. Pairs between S and C.
850,L_QUPA1C_4W,L,QUPA,1,W,C,4,4,2 ml,4 discs cut per leaf. Pairs between S and C.
851,L_QUPA1C_5W,L,QUPA,1,W,C,5,5,2 ml,4 discs cut per leaf. Pairs between S and C.
852,L_QUPA1C_6W,L,QUPA,1,W,C,6,6,2 ml,4 discs cut per leaf. Pairs between S and C.
853,L_QUPA2C_1T,L,QUPA,2,T,C,1,1,2 ml,2 discs cut per leaf. Pairs between S and C.
854,L_QUPA2C_2T,L,QUPA,2,T,C,2,2,2 ml,2 discs cut per leaf. Pairs between S and C.
855,L_QUPA2C_3T,L,QUPA,2,T,C,3,3,2 ml,2 discs cut per leaf. Pairs between S and C.
856,L_QUPA2C_4T,L,QUPA,2,T,C,4,4,2 ml,2 discs cut per leaf. Pairs between S and C.
857,L_QUPA2C_5T,L,QUPA,2,T,C,5,5,2 ml,2 discs cut per leaf. Pairs between S and C.
858,L_QUPA2C_6T,L,QUPA,2,T,C,6,6,2 ml,2 discs cut per leaf. Pairs between S and C.
859,L_QUPA2C_1W,L,QUPA,2,W,C,7,1,2 ml,2 discs cut per leaf. Pairs between S and C.
860,L_QUPA2C_2W,L,QUPA,2,W,C,8,2,2 ml,2 discs cut per leaf. Pairs between S and C.
861,L_QUPA2C_3W,L,QUPA,2,W,C,9,3,2 ml,2 discs cut per leaf. Pairs between S and C.
862,L_QUPA2C_4W,L,QUPA,2,W,C,10,4,2 ml,2 discs cut per leaf. Pairs between S and C.
863,L_QUPA2C_5W,L,QUPA,2,W,C,11,5,2 ml,2 discs cut per leaf. Pairs between S and C.
864,L_QUPA2C_6W,L,QUPA,2,W,C,12,6,2 ml,2 discs cut per leaf. Pairs between S and C.
865,L_QUPA3C_1T,L,QUPA,3,T,C,1,1,2 ml,2 discs cut per leaf. Pairs between S and C.
866,L_QUPA3C_2T,L,QUPA,3,T,C,2,2,2 ml,2 discs cut per leaf. Pairs between S and C.
867,L_QUPA3C_3T,L,QUPA,3,T,C,3,3,2 ml,2 discs cut per leaf. Pairs between S and C. QUPA3-3T missing drop. No lesion
868,L_QUPA3C_4T,L,QUPA,3,T,C,4,4,2 ml,2 discs cut per leaf. Pairs between S and C.
869,L_QUPA3C_5T,L,QUPA,3,T,C,5,5,2 ml,2 discs cut per leaf. Pairs between S and C.
870,L_QUPA3C_6T,L,QUPA,3,T,C,6,6,2 ml,2 discs cut per leaf. Pairs between S and C.
871,L_QUPA3C_1W,L,QUPA,3,W,C,7,1,2 ml,2 discs cut per leaf. Pairs between S and C.
872,L_QUPA3C_2W,L,QUPA,3,W,C,8,2,2 ml,2 discs cut per leaf. Pairs between S and C.
873,L_QUPA3C_3W,L,QUPA,3,W,C,9,3,2 ml,2 discs cut per leaf. Pairs between S and C.
874,L_QUPA3C_4W,L,QUPA,3,W,C,10,4,2 ml,2 discs cut per leaf. Pairs between S and C.
875,L_QUPA3C_5W,L,QUPA,3,W,C,11,5,2 ml,2 discs cut per leaf. Pairs between S and C.
876,L_QUPA3C_6W,L,QUPA,3,W,C,12,6,2 ml,2 discs cut per leaf. Pairs between S and C.
877,L_RHCA1C_1T,L,RHCA,1,T,C,1,1,2 ml,
878,L_RHCA1C_2T,L,RHCA,1,T,C,2,2,2 ml,
879,L_RHCA1C_3T,L,RHCA,1,T,C,3,3,2 ml,
880,L_RHCA1C_4T,L,RHCA,1,T,C,4,4,2 ml,
881,L_RHCA1C_5T,L,RHCA,1,T,C,5,5,2 ml,
882,L_RHCA1C_6T,L,RHCA,1,T,C,6,6,2 ml,
883,L_RHCA1C_1W,L,RHCA,1,W,C,1,1,2 ml,
884,L_RHCA1C_2W,L,RHCA,1,W,C,2,2,2 ml,
885,L_RHCA1C_3W,L,RHCA,1,W,C,3,3,2 ml,
886,L_RHCA1C_4W,L,RHCA,1,W,C,4,4,2 ml,
887,L_RHCA1C_5W,L,RHCA,1,W,C,5,5,2 ml,
888,L_RHCA1C_6W,L,RHCA,1,W,C,6,6,2 ml,
889,L_RHCA2C_1T,L,RHCA,2,T,C,1,1,2 ml,
890,L_RHCA2C_2T,L,RHCA,2,T,C,2,2,2 ml,
891,L_RHCA2C_3T,L,RHCA,2,T,C,3,3,2 ml,
892,L_RHCA2C_4T,L,RHCA,2,T,C,4,4,2 ml,
893,L_RHCA2C_5T,L,RHCA,2,T,C,5,5,2 ml,
894,L_RHCA2C_6T,L,RHCA,2,T,C,6,6,2 ml,
895,L_RHCA2C_1W,L,RHCA,2,W,C,1,1,2 ml,
896,L_RHCA2C_2W,L,RHCA,2,W,C,2,2,2 ml,
897,L_RHCA2C_3W,L,RHCA,2,W,C,3,3,2 ml,
898,L_RHCA2C_4W,L,RHCA,2,W,C,4,4,2 ml,
899,L_RHCA2C_5W,L,RHCA,2,W,C,5,5,2 ml,
900,L_RHCA2C_6W,L,RHCA,2,W,C,6,6,2 ml,
901,L_RHCA3C_1T,L,RHCA,3,T,C,1,1,2 ml,
902,L_RHCA3C_2T,L,RHCA,3,T,C,2,2,2 ml,
903,L_RHCA3C_3T,L,RHCA,3,T,C,3,3,2 ml,
904,L_RHCA3C_4T,L,RHCA,3,T,C,4,4,2 ml,
905,L_RHCA3C_5T,L,RHCA,3,T,C,5,5,2 ml,
906,L_RHCA3C_6T,L,RHCA,3,T,C,6,6,2 ml,
907,L_RHCA3C_1W,L,RHCA,3,W,C,1,1,2 ml,
908,L_RHCA3C_2W,L,RHCA,3,W,C,2,2,2 ml,
909,L_RHCA3C_3W,L,RHCA,3,W,C,3,3,2 ml,
910,L_RHCA3C_4W,L,RHCA,3,W,C,4,4,2 ml,
911,L_RHCA3C_5W,L,RHCA,3,W,C,5,5,2 ml,
912,L_RHCA3C_6W,L,RHCA,3,W,C,6,6,2 ml,
913,L_TODI1C_1T,L,TODI,1,T,C,1,1,2 ml,
914,L_TODI1C_2T,L,TODI,1,T,C,2,2,2 ml,
915,L_TODI1C_3T,L,TODI,1,T,C,3,3,2 ml,
916,L_TODI1C_4T,L,TODI,1,T,C,4,4,2 ml,
917,L_TODI1C_5T,L,TODI,1,T,C,5,5,2 ml,
918,L_TODI1C_6T,L,TODI,1,T,C,6,6,2 ml,
919,L_TODI1C_1W,L,TODI,1,W,C,1,1,2 ml,
920,L_TODI1C_2W,L,TODI,1,W,C,2,2,2 ml,
921,L_TODI1C_3W,L,TODI,1,W,C,3,3,2 ml,
922,L_TODI1C_4W,L,TODI,1,W,C,4,4,2 ml,
923,L_TODI1C_5W,L,TODI,1,W,C,5,5,2 ml,
924,L_TODI1C_6W,L,TODI,1,W,C,6,6,2 ml,
925,L_TODI2C_1T,L,TODI,2,T,C,1,1,2 ml,
926,L_TODI2C_2T,L,TODI,2,T,C,2,2,2 ml,
927,L_TODI2C_3T,L,TODI,2,T,C,3,3,2 ml,
928,L_TODI2C_4T,L,TODI,2,T,C,4,4,2 ml,
929,L_TODI2C_5T,L,TODI,2,T,C,5,5,2 ml,
930,L_TODI2C_6T,L,TODI,2,T,C,6,6,2 ml,
931,L_TODI2C_1W,L,TODI,2,W,C,1,1,2 ml,
932,L_TODI2C_2W,L,TODI,2,W,C,2,2,2 ml,
933,L_TODI2C_3W,L,TODI,2,W,C,3,3,2 ml,
934,L_TODI2C_4W,L,TODI,2,W,C,4,4,2 ml,
935,L_TODI2C_5W,L,TODI,2,W,C,5,5,2 ml,
936,L_TODI2C_6W,L,TODI,2,W,C,6,6,2 ml,
937,L_TODI3C_1T,L,TODI,3,T,C,1,1,2 ml,
938,L_TODI3C_2T,L,TODI,3,T,C,2,2,2 ml,
939,L_TODI3C_3T,L,TODI,3,T,C,3,3,2 ml,
940,L_TODI3C_4T,L,TODI,3,T,C,4,4,2 ml,
941,L_TODI3C_5T,L,TODI,3,T,C,5,5,2 ml,
942,L_TODI3C_6T,L,TODI,3,T,C,6,6,2 ml,
943,L_TODI3C_1W,L,TODI,3,W,C,1,1,2 ml,
944,L_TODI3C_2W,L,TODI,3,W,C,2,2,2 ml,
945,L_TODI3C_3W,L,TODI,3,W,C,3,3,2 ml,TODI3-5W missing
946,L_TODI3C_4W,L,TODI,3,W,C,4,4,2 ml,
947,L_TODI3C_5W,L,TODI,3,W,C,5,5,2 ml,
948,L_TODI3C_6W,L,TODI,3,W,C,6,6,2 ml,
949,L_UMCA1C_1T,L,UMCA,1,T,C,1,1,2 ml,"UMCA1-4T has no drop, no lesion"
950,L_UMCA1C_2T,L,UMCA,1,T,C,2,2,2 ml,
951,L_UMCA1C_3T,L,UMCA,1,T,C,3,3,2 ml,
952,L_UMCA1C_4T,L,UMCA,1,T,C,4,4,2 ml,
953,L_UMCA1C_5T,L,UMCA,1,T,C,5,5,2 ml,
954,L_UMCA1C_6T,L,UMCA,1,T,C,6,6,2 ml,
955,L_UMCA1C_1W,L,UMCA,1,W,C,1,1,2 ml,
956,L_UMCA1C_2W,L,UMCA,1,W,C,2,2,2 ml,
957,L_UMCA1C_3W,L,UMCA,1,W,C,3,3,2 ml,
958,L_UMCA1C_4W,L,UMCA,1,W,C,4,4,2 ml,
959,L_UMCA1C_5W,L,UMCA,1,W,C,5,5,2 ml,
960,L_UMCA1C_6W,L,UMCA,1,W,C,6,6,2 ml,
961,L_UMCA2C_1T,L,UMCA,2,T,C,1,1,2 ml,
962,L_UMCA2C_2T,L,UMCA,2,T,C,2,2,2 ml,
963,L_UMCA2C_3T,L,UMCA,2,T,C,3,3,2 ml,
964,L_UMCA2C_4T,L,UMCA,2,T,C,4,4,2 ml,
965,L_UMCA2C_5T,L,UMCA,2,T,C,5,5,2 ml,
966,L_UMCA2C_6T,L,UMCA,2,T,C,6,6,2 ml,
967,L_UMCA2C_1W,L,UMCA,2,W,C,1,1,2 ml,
968,L_UMCA2C_2W,L,UMCA,2,W,C,2,2,2 ml,
969,L_UMCA2C_3W,L,UMCA,2,W,C,3,3,2 ml,
970,L_UMCA2C_4W,L,UMCA,2,W,C,4,4,2 ml,
971,L_UMCA2C_5W,L,UMCA,2,W,C,5,5,2 ml,
972,L_UMCA2C_6W,L,UMCA,2,W,C,6,6,2 ml,
973,L_UMCA3C_1T,L,UMCA,3,T,C,1,1,2 ml,
974,L_UMCA3C_2T,L,UMCA,3,T,C,2,2,2 ml,
975,L_UMCA3C_3T,L,UMCA,3,T,C,3,3,2 ml,
976,L_UMCA3C_4T,L,UMCA,3,T,C,4,4,2 ml,
977,L_UMCA3C_5T,L,UMCA,3,T,C,5,5,2 ml,
978,L_UMCA3C_6T,L,UMCA,3,T,C,6,6,2 ml,
