No,code,spore,count.mu,count.sd,date_counted,water,Notes_spores
857,L_QUPA2C_5T,C,0,,17-Jul,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
858,L_QUPA2C_6T,C,0,,17-Jul,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
859,L_QUPA2C_1W,C,0,,17-Jul,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
860,L_QUPA2C_2W,C,0,,17-Jul,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
861,L_QUPA2C_3W,C,0,,17-Jul,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
862,L_QUPA2C_4W,C,0,,17-Jul,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
863,L_QUPA2C_5W,C,0,,17-Jul,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
864,L_QUPA2C_6W,C,0,,17-Jul,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
865,L_QUPA3C_1T,C,75,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
866,L_QUPA3C_2T,C,60,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
867,L_QUPA3C_3T,C,0,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
868,L_QUPA3C_4T,C,1,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
869,L_QUPA3C_5T,C,14,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH, all on surface, not embedded"
870,L_QUPA3C_6T,C,0,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
871,L_QUPA3C_1W,C,0,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
872,L_QUPA3C_2W,C,0,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
873,L_QUPA3C_3W,C,0,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
874,L_QUPA3C_4W,C,0,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
875,L_QUPA3C_5W,C,0,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
876,L_QUPA3C_6W,C,NA,,10-Aug,0,"7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
877,L_RHCA1C_1T,C,0,,10-Jul,0,
878,L_RHCA1C_2T,C,0,,10-Jul,0,
879,L_RHCA1C_3T,C,0,,10-Jul,0,
880,L_RHCA1C_4T,C,0,,10-Jul,0,
881,L_RHCA1C_5T,C,0,,10-Jul,0,
882,L_RHCA1C_6T,C,1,,10-Jul,0,
883,L_RHCA1C_1W,C,0,,17-Jul,0,
884,L_RHCA1C_2W,C,0,,17-Jul,0,
885,L_RHCA1C_3W,C,0,,17-Jul,0,
886,L_RHCA1C_4W,C,0,,17-Jul,0,
887,L_RHCA1C_5W,C,0,,17-Jul,0,
888,L_RHCA1C_6W,C,0,,17-Jul,0,
889,L_RHCA2C_1T,C,0,,17-Jul,0,
890,L_RHCA2C_2T,C,0,,17-Jul,0,
891,L_RHCA2C_3T,C,0,,17-Jul,0,
892,L_RHCA2C_4T,C,0,,17-Jul,0,
893,L_RHCA2C_5T,C,0,,17-Jul,0,
894,L_RHCA2C_6T,C,0,,17-Jul,0,
895,L_RHCA2C_1W,C,0,,17-Jul,0,
896,L_RHCA2C_2W,C,0,,17-Jul,0,
897,L_RHCA2C_3W,C,0,,17-Jul,0,
898,L_RHCA2C_4W,C,0,,17-Jul,0,
899,L_RHCA2C_5W,C,0,,17-Jul,0,
900,L_RHCA2C_6W,C,0,,17-Jul,0,
901,L_RHCA3C_1T,C,0,,17-Jul,0,
902,L_RHCA3C_2T,C,0,,19-Jul,0,
903,L_RHCA3C_3T,C,0,,19-Jul,0,
904,L_RHCA3C_4T,C,0,,19-Jul,0,
905,L_RHCA3C_5T,C,0,,19-Jul,0,
906,L_RHCA3C_6T,C,0,,19-Jul,0,
907,L_RHCA3C_1W,C,0,,19-Jul,0,
908,L_RHCA3C_2W,C,0,,19-Jul,0,
909,L_RHCA3C_3W,C,0,,19-Jul,0,
910,L_RHCA3C_4W,C,0,,19-Jul,0,
911,L_RHCA3C_5W,C,0,,19-Jul,0,
912,L_RHCA3C_6W,C,0,,19-Jul,0,
913,L_TODI1C_1T,C,240,,11-Jul,0,
914,L_TODI1C_2T,C,290,,11-Jul,0,"v. dark species, somewhat hard to see, but ok under leica at full brightness"
915,L_TODI1C_3T,C,180,,11-Jul,0,
916,L_TODI1C_4T,C,0,,11-Jul,0,
917,L_TODI1C_5T,C,560,,11-Jul,0,
918,L_TODI1C_6T,C,16,,11-Jul,0,
919,L_TODI1C_1W,C,0,,11-Jul,0,
920,L_TODI1C_2W,C,0,,11-Jul,0,
921,L_TODI1C_3W,C,0,,11-Jul,0,
922,L_TODI1C_4W,C,0,,11-Jul,0,
923,L_TODI1C_5W,C,0,,11-Jul,0,
924,L_TODI1C_6W,C,0,,11-Jul,0,
925,L_TODI2C_1T,C,200,,11-Jul,0,
926,L_TODI2C_2T,C,0,,11-Jul,0,
927,L_TODI2C_3T,C,140,,11-Jul,0,
928,L_TODI2C_4T,C,80,,11-Jul,0,
929,L_TODI2C_5T,C,30,,11-Jul,0,
930,L_TODI2C_6T,C,2,,11-Jul,0,Crystals present like RACA
931,L_TODI2C_1W,C,0,,10-Jul,0,
932,L_TODI2C_2W,C,0,,10-Jul,0,
933,L_TODI2C_3W,C,0,,10-Jul,0,
934,L_TODI2C_4W,C,0,,10-Jul,0,
935,L_TODI2C_5W,C,0,,10-Jul,0,
936,L_TODI2C_6W,C,0,,10-Jul,0,
937,L_TODI3C_1T,C,325,,10-Jul,0,
938,L_TODI3C_2T,C,330,,10-Jul,0,
939,L_TODI3C_3T,C,250,,10-Jul,0,
940,L_TODI3C_4T,C,85,,10-Jul,0,
941,L_TODI3C_5T,C,200,,10-Jul,0,
942,L_TODI3C_6T,C,240,,10-Jul,0,
943,L_TODI3C_1W,C,0,,10-Jul,0,
944,L_TODI3C_2W,C,0,,10-Jul,0,
945,L_TODI3C_3W,C,0,,10-Jul,0,
946,L_TODI3C_4W,C,0,,10-Jul,0,
947,L_TODI3C_5W,C,NA,,10-Jul,0,
948,L_TODI3C_6W,C,0,,10-Jul,0,
949,L_UMCA1C_1T,C,190,,6-Jul,0,
950,L_UMCA1C_2T,C,720,,6-Jul,0,
951,L_UMCA1C_3T,C,450,,6-Jul,0,
952,L_UMCA1C_4T,C,0,,6-Jul,0,
953,L_UMCA1C_5T,C,0,,6-Jul,0,
954,L_UMCA1C_6T,C,1130,,6-Jul,0,
955,L_UMCA1C_1W,C,0,,6-Jul,0,
956,L_UMCA1C_2W,C,0,,6-Jul,0,
957,L_UMCA1C_3W,C,0,,6-Jul,0,
958,L_UMCA1C_4W,C,0,,6-Jul,0,
959,L_UMCA1C_5W,C,0,,6-Jul,0,
960,L_UMCA1C_6W,C,0,,6-Jul,0,
961,L_UMCA2C_1T,C,236,,6-Jul,0,
962,L_UMCA2C_2T,C,120,,6-Jul,0,
963,L_UMCA2C_3T,C,370,,6-Jul,0,
964,L_UMCA2C_4T,C,640,,6-Jul,0,
965,L_UMCA2C_5T,C,730,,6-Jul,0,
966,L_UMCA2C_6T,C,840,,6-Jul,0,
967,L_UMCA2C_1W,C,NA,,6-Jul,0,tube missing
968,L_UMCA2C_2W,C,0,,6-Jul,0,
969,L_UMCA2C_3W,C,0,,6-Jul,0,
970,L_UMCA2C_4W,C,0,,6-Jul,0,
971,L_UMCA2C_5W,C,0,,6-Jul,0,
972,L_UMCA2C_6W,C,0,,6-Jul,0,
973,L_UMCA3C_1T,C,230,,6-Jul,0,
974,L_UMCA3C_2T,C,0,,6-Jul,0,
975,L_UMCA3C_3T,C,460,,6-Jul,0,
976,L_UMCA3C_4T,C,50,,6-Jul,0,
977,L_UMCA3C_5T,C,260,,6-Jul,0,
978,L_UMCA3C_6T,C,55,,6-Jul,0,
979,L_UMCA3C_1W,C,0,,6-Jul,0,
980,L_UMCA3C_2W,C,0,,6-Jul,0,
981,L_UMCA3C_3W,C,0,,6-Jul,0,
982,L_UMCA3C_4W,C,NA,,6-Jul,0,missing
983,L_UMCA3C_5W,C,0,,6-Jul,0,
984,L_UMCA3C_6W,C,0,,6-Jul,0,
985,L_VAOV1C_1T,C,0,,6-Jul,0,
986,L_VAOV1C_2T,C,0,,6-Jul,0,
987,L_VAOV1C_3T,C,0,,6-Jul,0,
988,L_VAOV1C_4T,C,0,,6-Jul,0,
989,L_VAOV1C_5T,C,0,,6-Jul,0,
990,L_VAOV1C_6T,C,0,,6-Jul,0,
991,L_VAOV1C_1W,C,0,,6-Jul,0,
992,L_VAOV1C_2W,C,0,,6-Jul,0,
993,L_VAOV1C_3W,C,0,,6-Jul,0,
994,L_VAOV1C_4W,C,0,,6-Jul,0,
995,L_VAOV1C_5W,C,0,,6-Jul,0,
996,L_VAOV1C_6W,C,0,,6-Jul,0,
997,L_VAOV2C_1T,C,0,,6-Jul,0,
998,L_VAOV2C_2T,C,0,,6-Jul,0,
999,L_VAOV2C_3T,C,0,,6-Jul,0,
1000,L_VAOV2C_4T,C,0,,6-Jul,0,
1001,L_VAOV2C_5T,C,0,,6-Jul,0,
1002,L_VAOV2C_6T,C,0,,6-Jul,0,
1003,L_VAOV2C_1W,C,0,,6-Jul,0,
1004,L_VAOV2C_2W,C,0,,6-Jul,0,
1005,L_VAOV2C_3W,C,0,,6-Jul,0,
1006,L_VAOV2C_4W,C,0,,6-Jul,0,
1007,L_VAOV2C_5W,C,0,,6-Jul,0,
1008,L_VAOV2C_6W,C,0,,6-Jul,0,
1009,L_VAOV3C_1T,C,0,,6-Jul,0,
1010,L_VAOV3C_2T,C,0,,6-Jul,0,
1011,L_VAOV3C_3T,C,0,,6-Jul,0,
1012,L_VAOV3C_4T,C,0,,6-Jul,0,
1013,L_VAOV3C_5T,C,0,,6-Jul,0,
1014,L_VAOV3C_6T,C,0,,6-Jul,0,
1015,L_VAOV3C_1W,C,0,,6-Jul,0,
1016,L_VAOV3C_2W,C,0,,6-Jul,0,
1017,L_VAOV3C_3W,C,0,,6-Jul,0,
1018,L_VAOV3C_4W,C,0,,6-Jul,0,
1019,L_VAOV3C_5W,C,0,,6-Jul,0,
1020,L_VAOV3C_6W,C,0,,6-Jul,0,
1021,D_SESE1C_1T,C,0,,6-Jul,0,
1022,D_SESE1C_2T,C,0,,6-Jul,0,
1023,D_SESE1C_3T,C,0,,6-Jul,0,
1024,D_SESE1C_4T,C,0,,6-Jul,0,
1025,D_SESE1C_5T,C,0,,6-Jul,0,
1026,D_SESE1C_6T,C,0,,6-Jul,0,
1027,D_SESE1C_1W,C,0,,6-Jul,0,
1028,D_SESE1C_2W,C,0,,6-Jul,0,
1029,D_SESE1C_3W,C,0,,6-Jul,0,
1030,D_SESE1C_4W,C,0,,6-Jul,0,
1031,D_SESE1C_5W,C,0,,6-Jul,0,
1032,D_SESE1C_6W,C,0,,6-Jul,0,
1033,D_SESE2C_1T,C,11,,6-Jul,0,had a mycelium net with chlamydospores? (unsure of hand-wiriting)
1034,D_SESE2C_2T,C,0,,6-Jul,0,
1035,D_SESE2C_3T,C,6,,6-Jul,0,
1036,D_SESE2C_4T,C,0,,6-Jul,0,
1037,D_SESE2C_5T,C,0,,6-Jul,0,
1038,D_SESE2C_6T,C,0,,6-Jul,0,
1039,D_SESE2C_1W,C,0,,6-Jul,0,
1040,D_SESE2C_2W,C,0,,6-Jul,0,
1041,D_SESE2C_3W,C,0,,6-Jul,0,
1042,D_SESE2C_4W,C,0,,6-Jul,0,
1043,D_SESE2C_5W,C,0,,6-Jul,0,
1044,D_SESE2C_6W,C,0,,6-Jul,0,
1045,D_SESE3C_1T,C,0,,6-Jul,0,
1046,D_SESE3C_2T,C,0,,6-Jul,0,
1047,D_SESE3C_3T,C,0,,6-Jul,0,
1048,D_SESE3C_4T,C,0,,6-Jul,0,
1049,D_SESE3C_5T,C,0,,6-Jul,0,
1050,D_SESE3C_6T,C,0,,6-Jul,0,
1051,D_SESE3C_1W,C,0,,6-Jul,0,
1052,D_SESE3C_2W,C,0,,6-Jul,0,
1053,D_SESE3C_3W,C,0,,6-Jul,0,
1054,D_SESE3C_4W,C,0,,6-Jul,0,
1055,D_SESE3C_5W,C,0,,6-Jul,0,
1056,D_SESE3C_6W,C,0,,6-Jul,0,
1057,D_PSME1C_1T,C,0,,6-Jul,0,
1058,D_PSME1C_2T,C,0,,6-Jul,0,
1059,D_PSME1C_3T,C,0,,6-Jul,0,
1060,D_PSME1C_4T,C,0,,6-Jul,0,
1061,D_PSME1C_5T,C,0,,6-Jul,0,
1062,D_PSME1C_6T,C,0,,6-Jul,0,
1063,D_PSME1C_1W,C,0,,6-Jul,0,
1064,D_PSME1C_2W,C,0,,6-Jul,0,
1065,D_PSME1C_3W,C,0,,6-Jul,0,
1066,D_PSME1C_4W,C,0,,6-Jul,0,
1067,D_PSME1C_5W,C,0,,6-Jul,0,
1068,D_PSME1C_6W,C,0,,6-Jul,0,
1069,D_PSME2C_1T,C,0,,6-Jul,0,red structures
1070,D_PSME2C_2T,C,0,,6-Jul,0,red structures
1071,D_PSME2C_3T,C,0,,6-Jul,0,"had red structures, vacuoles moving"
1072,D_PSME2C_4T,C,0,,6-Jul,0,
1073,D_PSME2C_5T,C,0,,6-Jul,0,
1074,D_PSME2C_6T,C,0,,6-Jul,0,
1075,D_PSME2C_1W,C,0,,6-Jul,0,red vacuoles also present
1076,D_PSME2C_2W,C,0,,6-Jul,0,
1077,D_PSME2C_3W,C,0,,7-Jul,0,
1078,D_PSME2C_4W,C,0,,7-Jul,0,
1079,D_PSME2C_5W,C,0,,7-Jul,0,
1080,D_PSME2C_6W,C,0,,7-Jul,0,
1081,D_PSME3C_1T,C,0,,7-Jul,0,
1082,D_PSME3C_2T,C,0,,7-Jul,0,
1083,D_PSME3C_3T,C,0,,7-Jul,0,
1084,D_PSME3C_4T,C,0,,7-Jul,0,
1085,D_PSME3C_5T,C,0,,7-Jul,0,
1086,D_PSME3C_6T,C,0,,7-Jul,0,
1087,D_PSME3C_1W,C,0,,7-Jul,0,
1088,D_PSME3C_2W,C,0,,7-Jul,0,
1089,D_PSME3C_3W,C,0,,7-Jul,0,
1090,D_PSME3C_4W,C,0,,7-Jul,0,
1091,D_PSME3C_5W,C,0,,7-Jul,0,
1092,D_PSME3C_6W,C,0,,7-Jul,0,
1093,D_PIPO1C_1T,C,0,,7-Jul,0,"maybe too dark, wait a week"
1094,D_PIPO1C_2T,C,0,,10-Aug,0,
1095,D_PIPO1C_3T,C,0,,10-Aug,0,
1096,D_PIPO1C_4T,C,0,,10-Aug,0,
1097,D_PIPO1C_5T,C,0,,10-Aug,0,
1098,D_PIPO1C_6T,C,0,,10-Aug,0,
1099,D_PIPO1C_1W,C,0,,10-Aug,0,
1100,D_PIPO1C_2W,C,0,,10-Aug,0,
1101,D_PIPO1C_3W,C,0,,10-Aug,0,
1102,D_PIPO1C_4W,C,0,,10-Aug,0,
1103,D_PIPO1C_5W,C,0,,10-Aug,0,
1104,D_PIPO1C_6W,C,0,,10-Aug,0,
1105,D_PIPO2C_1T,C,0,,10-Aug,0,
1106,D_PIPO2C_2T,C,0,,10-Aug,0,
1107,D_PIPO2C_3T,C,0,,10-Aug,0,
1108,D_PIPO2C_4T,C,0,,10-Aug,0,
1109,D_PIPO2C_5T,C,NA,,10-Aug,0,empty
1110,D_PIPO2C_6T,C,NA,,10-Aug,0,empty
1111,D_PIPO2C_1W,C,0,,10-Aug,0,
1112,D_PIPO2C_2W,C,0,,10-Aug,0,
1113,D_PIPO2C_3W,C,0,,10-Aug,0,
1114,D_PIPO2C_4W,C,0,,10-Aug,0,
1115,D_PIPO2C_5W,C,NA,,10-Aug,0,empty
1116,D_PIPO2C_6W,C,NA,,10-Aug,0,empty
1117,D_PIPO3C_1T,C,0,,10-Aug,0,
1118,D_PIPO3C_2T,C,0,,10-Aug,0,
1119,D_PIPO3C_3T,C,0,,10-Aug,0,
1120,D_PIPO3C_4T,C,0,,10-Aug,0,
1121,D_PIPO3C_5T,C,NA,,10-Aug,0,empty
1122,D_PIPO3C_6T,C,NA,,10-Aug,0,empty
1123,D_PIPO3C_1W,C,0,,10-Aug,0,
1124,D_PIPO3C_2W,C,0,,10-Aug,0,
1125,D_PIPO3C_3W,C,0,,10-Aug,0,
1126,D_PIPO3C_4W,C,0,,10-Aug,0,
1127,D_PIPO3C_5W,C,NA,,10-Aug,0,empty
1128,D_PIPO3C_6W,C,NA,,10-Aug,0,empty
1129,D_UMCA1C_1T,C,0,,7-Jul,0,
1130,D_UMCA1C_2T,C,0,,7-Jul,0,
1131,D_UMCA1C_3T,C,0,,7-Jul,0,
1132,D_UMCA1C_4T,C,0,,7-Jul,0,
1133,D_UMCA1C_5T,C,0,,7-Jul,0,
1134,D_UMCA1C_6T,C,0,,7-Jul,0,
1135,D_UMCA1C_1W,C,0,,7-Jul,0,also present
1136,D_UMCA1C_2W,C,0,,7-Jul,0,
1137,D_UMCA1C_3W,C,NA,,7-Jul,0,fell apart
1138,D_UMCA1C_4W,C,0,,7-Jul,0,
1139,D_UMCA1C_5W,C,0,,7-Jul,0,
1140,D_UMCA1C_6W,C,0,,7-Jul,0,
1141,D_LIDE1C_1T,C,140,,7-Jul,0,
1142,D_LIDE1C_2T,C,185,,9-Jul,0,
1143,D_LIDE1C_3T,C,585,,9-Jul,0,
1144,D_LIDE1C_4T,C,380,,9-Jul,0,
1145,D_LIDE1C_5T,C,325,,9-Jul,0,
1146,D_LIDE1C_6T,C,340,,9-Jul,0,
1147,D_LIDE1C_1W,C,0,,9-Jul,0,
1148,D_LIDE1C_2W,C,0,,9-Jul,0,
1149,D_LIDE1C_3W,C,0,,9-Jul,0,
1150,D_LIDE1C_4W,C,0,,9-Jul,0,
1151,D_LIDE1C_5W,C,0,,9-Jul,0,
1152,D_LIDE1C_6W,C,0,,9-Jul,0,
